공업,공원,교통,기타,사무,숙박,상업,아파트,야외,유흥,의료,종교,주택,학교
0.005829710505647186,0.010652772707662695,0.04346287016449297,0.18088695671412294,0.025199393798603968,0.010840827885264217,0.12303233442847819,0.1081980995364993,0.3249372227568889,0.0656976293985553,0.007179282956669875,0.001891613845285899,0.08745671965397847,0.0047345656478500866
