위도,경도
37.65498939,127.0584022
37.6549062,127.0593084
37.65294119,127.0605149
37.65452352,127.0629949
37.65322783,127.0613156
37.65514502,127.0592448
37.65508941,127.0599541
37.65353272,127.0586474
37.65472135,127.0584529
37.65420397,127.0587445
37.65452194,127.0587138
37.65514502,127.0592448
37.65444048,127.0626884
37.65445228,127.0584
37.6547891,127.0587582
37.6543941,127.0581381
37.65398384,127.0577531
37.65496377,127.0595522
37.65313016,127.050069
37.65323353,127.0491036
37.65329042,127.0493487
37.65338438,127.0497106
37.65338438,127.0497106
37.65323353,127.0491036
37.65323353,127.0491036
37.65349001,127.0501653
37.65283366,127.0501322
37.65445228,127.0584
37.65294595,127.0506139
37.65269875,127.0495531
37.6525503,127.0504638
37.65205294,127.0460804
37.65294595,127.0506139
37.65338438,127.0497106
37.59302707,127.0871094
37.65283366,127.0501322
37.59562764,127.0894812
37.59674565,127.0886646
37.59642834,127.0892022
37.61281686,127.0768886
37.65263544,127.0492812
37.65438151,127.0624267
37.59580115,127.0890817
37.59573066,127.0894694
37.59562764,127.0894812
37.58235991,127.0212687
37.58022939,127.0884921
37.58102442,127.0868217
37.59674565,127.0886646
37.59675686,127.0889817
37.58104377,127.0866707
37.59293028,127.0162274
37.60650081,127.0788468
37.60716273,127.0780383
37.59202559,127.0164871
37.65277148,127.051358
37.59318315,127.0165694
37.59197635,127.0168023
37.59990151,127.0346217
37.59526521,127.0894536
37.65438151,127.0624267
37.65263544,127.0492812
37.60223206,127.0219082
37.59642834,127.0892022
37.58235991,127.0212687
