포인트 wkt,시군구명
POINT(126.964226 37.558724),서울특별시 중구
POINT(126.964266 37.558471),서울특별시 중구
POINT(126.964266 37.558471),서울특별시 중구
POINT(126.964235 37.558497),서울특별시 중구
POINT(126.964310 37.558202),서울특별시 중구
POINT(126.964310 37.558202),서울특별시 중구
POINT(126.964310 37.558202),서울특별시 중구
POINT(126.964240 37.558144),서울특별시 중구
POINT(126.964240 37.558144),서울특별시 중구
POINT(126.964078 37.557946),서울특별시 중구
POINT(126.964194 37.557852),서울특별시 중구
POINT(126.964221 37.557711),서울특별시 중구
POINT(126.964152 37.557700),서울특별시 중구
POINT(126.964182 37.557658),서울특별시 중구
POINT(126.964182 37.557611),서울특별시 중구
POINT(126.967545 37.555767),서울특별시 중구
POINT(126.967575 37.555798),서울특별시 중구
POINT(126.967590 37.555828),서울특별시 중구
POINT(126.967590 37.555828),서울특별시 중구
POINT(126.967583 37.555851),서울특별시 중구
POINT(126.967598 37.555878),서울특별시 중구
POINT(126.967537 37.556080),서울특별시 중구
POINT(126.967552 37.556309),서울특별시 중구
POINT(126.967613 37.556595),서울특별시 중구
POINT(126.967613 37.556614),서울특별시 중구
POINT(126.967606 37.556629),서울특별시 중구
POINT(126.967628 37.556648),서울특별시 중구
POINT(126.967598 37.556656),서울특별시 중구
POINT(126.967613 37.557079),서울특별시 중구
POINT(126.967682 37.557228),서울특별시 중구
POINT(126.967735 37.557224),서울특별시 중구
POINT(126.967781 37.557278),서울특별시 중구
POINT(126.968048 37.557602),서울특별시 중구
POINT(126.968048 37.557606),서울특별시 중구
POINT(126.968185 37.557713),서울특별시 중구
POINT(126.984466 37.544249),서울특별시 용산구
POINT(126.968269 37.557789),서울특별시 중구
POINT(126.968277 37.557796),서울특별시 중구
POINT(126.968575 37.558128),서울특별시 중구
POINT(126.968544 37.558132),서울특별시 중구
POINT(126.968536 37.558132),서울특별시 중구
POINT(126.968536 37.558128),서울특별시 중구
POINT(126.968613 37.558525),서울특별시 중구
POINT(126.968651 37.558540),서울특별시 중구
POINT(126.968643 37.558537),서울특별시 중구
POINT(126.968651 37.558537),서울특별시 중구
POINT(126.968643 37.558559),서울특별시 중구
POINT(126.968842 37.559013),서울특별시 중구
POINT(126.965670 37.560325),서울특별시 중구
POINT(126.965950 37.560231),서울특별시 중구
POINT(126.965950 37.560232),서울특별시 중구
POINT(126.965950 37.560231),서울특별시 중구
POINT(126.965950 37.560231),서울특별시 중구
POINT(126.966025 37.560133),서울특별시 중구
POINT(126.966025 37.560133),서울특별시 중구
POINT(126.966025 37.560133),서울특별시 중구
POINT(126.966025 37.560133),서울특별시 중구
POINT(126.966050 37.560012),서울특별시 중구
POINT(126.966185 37.559725),서울특별시 중구
POINT(126.966048 37.559731),서울특별시 중구
POINT(126.966048 37.559731),서울특별시 중구
POINT(126.965869 37.559582),서울특별시 중구
POINT(126.965854 37.559587),서울특별시 중구
POINT(126.965797 37.559608),서울특별시 중구
POINT(126.965655 37.559343),서울특별시 중구
POINT(126.965728 37.559370),서울특별시 중구
POINT(126.965728 37.559370),서울특별시 중구
POINT(126.965728 37.559370),서울특별시 중구
POINT(126.965562 37.558913),서울특별시 중구
POINT(126.965562 37.558913),서울특별시 중구
POINT(126.977622 37.550042),서울특별시 용산구
POINT(126.977624 37.550013),서울특별시 용산구
POINT(126.977624 37.550013),서울특별시 용산구
POINT(126.977902 37.549933),서울특별시 용산구
POINT(126.978054 37.549890),서울특별시 용산구
POINT(126.978036 37.549924),서울특별시 용산구
POINT(126.978162 37.549852),서울특별시 용산구
POINT(126.978107 37.549808),서울특별시 용산구
POINT(126.978107 37.549808),서울특별시 용산구
POINT(126.978677 37.549696),서울특별시 용산구
POINT(126.978647 37.549648),서울특별시 용산구
POINT(126.978647 37.549648),서울특별시 용산구
POINT(126.978852 37.549584),서울특별시 용산구
POINT(126.979062 37.549528),서울특별시 용산구
POINT(126.979062 37.549528),서울특별시 용산구
POINT(126.979094 37.549546),서울특별시 용산구
POINT(126.979330 37.549464),서울특별시 용산구
POINT(126.979335 37.549483),서울특별시 용산구
POINT(126.979335 37.549483),서울특별시 용산구
POINT(126.979606 37.549374),서울특별시 용산구
POINT(126.979594 37.549346),서울특별시 용산구
POINT(126.979594 37.549346),서울특별시 용산구
POINT(126.979985 37.549251),서울특별시 용산구
POINT(126.979985 37.549214),서울특별시 용산구
POINT(126.984452 37.544201),서울특별시 용산구
POINT(126.979985 37.549214),서울특별시 용산구
POINT(126.980054 37.549198),서울특별시 용산구
POINT(126.980273 37.549190),서울특별시 용산구
POINT(126.980273 37.549190),서울특별시 용산구
POINT(126.980284 37.549158),서울특별시 용산구
POINT(126.980668 37.549026),서울특별시 용산구
POINT(126.980873 37.548982),서울특별시 용산구
POINT(126.981101 37.548916),서울특별시 용산구
POINT(126.981434 37.548889),서울특별시 용산구
POINT(126.981434 37.548889),서울특별시 용산구
POINT(126.981460 37.548853),서울특별시 용산구
POINT(126.981616 37.548790),서울특별시 용산구
POINT(126.981960 37.548711),서울특별시 용산구
POINT(126.982158 37.548683),서울특별시 용산구
POINT(126.985370 37.545732),서울특별시 용산구
POINT(126.985285 37.545733),서울특별시 용산구
POINT(126.985282 37.545419),서울특별시 용산구
POINT(126.985282 37.545419),서울특별시 용산구
POINT(126.985296 37.545319),서울특별시 용산구
POINT(126.985305 37.545189),서울특별시 용산구
POINT(126.985267 37.544896),서울특별시 용산구
POINT(126.985155 37.544703),서울특별시 용산구
POINT(126.985146 37.544661),서울특별시 용산구
POINT(126.985146 37.544661),서울특별시 용산구
POINT(126.985091 37.544659),서울특별시 용산구
POINT(126.984923 37.544586),서울특별시 용산구
POINT(126.984968 37.544534),서울특별시 용산구
POINT(126.984796 37.544439),서울특별시 용산구
POINT(126.984796 37.544439),서울특별시 용산구
POINT(126.984747 37.544435),서울특별시 용산구
POINT(126.984377 37.544111),서울특별시 용산구
POINT(126.984377 37.544111),서울특별시 용산구
POINT(126.984312 37.543971),서울특별시 용산구
POINT(126.984261 37.543840),서울특별시 용산구
POINT(126.984196 37.543631),서울특별시 용산구
POINT(126.984138 37.543570),서울특별시 용산구
POINT(126.984138 37.543570),서울특별시 용산구
POINT(126.984167 37.543592),서울특별시 용산구
POINT(126.972584 37.545231),서울특별시 용산구
POINT(126.972643 37.545332),서울특별시 용산구
POINT(126.972793 37.545458),서울특별시 용산구
POINT(126.972793 37.545458),서울특별시 용산구
POINT(126.973136 37.545543),서울특별시 용산구
POINT(126.973136 37.545543),서울특별시 용산구
POINT(126.973284 37.545566),서울특별시 용산구
POINT(126.973208 37.545577),서울특별시 용산구
POINT(126.973282 37.545586),서울특별시 용산구
POINT(126.973368 37.545552),서울특별시 용산구
POINT(126.973368 37.545552),서울특별시 용산구
POINT(126.973368 37.545552),서울특별시 용산구
POINT(126.973334 37.545600),서울특별시 용산구
POINT(126.973313 37.545587),서울특별시 용산구
POINT(126.973313 37.545587),서울특별시 용산구
POINT(126.973240 37.545826),서울특별시 용산구
POINT(126.973189 37.546075),서울특별시 용산구
POINT(126.973196 37.546131),서울특별시 용산구
POINT(126.973196 37.546131),서울특별시 용산구
POINT(126.973196 37.546131),서울특별시 용산구
POINT(126.973140 37.546306),서울특별시 용산구
POINT(126.973098 37.546457),서울특별시 용산구
POINT(126.973064 37.546501),서울특별시 용산구
POINT(126.973031 37.546520),서울특별시 용산구
POINT(126.973031 37.546520),서울특별시 용산구
POINT(126.972970 37.546691),서울특별시 용산구
POINT(126.972991 37.546773),서울특별시 용산구
POINT(126.972991 37.546773),서울특별시 용산구
POINT(126.972991 37.546773),서울특별시 용산구
POINT(126.972839 37.546829),서울특별시 용산구
POINT(126.972716 37.546827),서울특별시 용산구
POINT(126.972756 37.546803),서울특별시 용산구
POINT(126.972577 37.546828),서울특별시 용산구
POINT(126.972577 37.546828),서울특별시 용산구
POINT(126.972379 37.546842),서울특별시 용산구
POINT(126.972266 37.546842),서울특별시 용산구
POINT(126.972239 37.546846),서울특별시 용산구
POINT(126.972092 37.546833),서울특별시 용산구
POINT(126.966913 37.544982),서울특별시 용산구
POINT(126.966887 37.544999),서울특별시 용산구
POINT(126.966887 37.544999),서울특별시 용산구
POINT(126.966960 37.545198),서울특별시 용산구
POINT(126.966946 37.545289),서울특별시 용산구
POINT(126.966976 37.545299),서울특별시 용산구
POINT(126.966976 37.545299),서울특별시 용산구
POINT(126.967008 37.545658),서울특별시 용산구
POINT(126.967019 37.545648),서울특별시 용산구
POINT(126.967019 37.545648),서울특별시 용산구
POINT(126.967148 37.545801),서울특별시 용산구
POINT(126.967321 37.546077),서울특별시 용산구
POINT(126.967343 37.546144),서울특별시 용산구
POINT(126.967388 37.546183),서울특별시 용산구
POINT(126.967388 37.546183),서울특별시 용산구
POINT(126.967492 37.546336),서울특별시 용산구
POINT(126.967270 37.546387),서울특별시 용산구
POINT(126.967261 37.546373),서울특별시 용산구
POINT(126.967261 37.546373),서울특별시 용산구
POINT(126.967132 37.546458),서울특별시 용산구
POINT(126.967132 37.546458),서울특별시 용산구
POINT(126.967132 37.546458),서울특별시 용산구
POINT(126.966819 37.546529),서울특별시 용산구
POINT(126.966819 37.546529),서울특별시 용산구
POINT(126.966495 37.546544),서울특별시 용산구
POINT(126.966495 37.546544),서울특별시 용산구
POINT(126.966463 37.546530),서울특별시 용산구
POINT(126.966224 37.546520),서울특별시 용산구
POINT(126.966043 37.546476),서울특별시 용산구
POINT(126.965820 37.546427),서울특별시 용산구
POINT(126.965820 37.546427),서울특별시 용산구
POINT(126.965820 37.546427),서울특별시 용산구
POINT(126.965715 37.546429),서울특별시 용산구
POINT(126.965534 37.546526),서울특별시 용산구
POINT(126.965340 37.546630),서울특별시 용산구
POINT(126.965097 37.546778),서울특별시 용산구
POINT(126.964985 37.546813),서울특별시 용산구
POINT(126.964910 37.546887),서울특별시 용산구
POINT(126.965187 37.546723),서울특별시 용산구
POINT(126.966869 37.544090),서울특별시 용산구
POINT(126.966845 37.544074),서울특별시 용산구
POINT(126.966869 37.544090),서울특별시 용산구
POINT(126.967022 37.544061),서울특별시 용산구
POINT(126.967227 37.543991),서울특별시 용산구
POINT(126.967447 37.543990),서울특별시 용산구
POINT(126.967621 37.543938),서울특별시 용산구
POINT(126.967447 37.543990),서울특별시 용산구
POINT(126.967474 37.543966),서울특별시 용산구
POINT(126.967695 37.543935),서울특별시 용산구
POINT(126.967776 37.543941),서울특별시 용산구
POINT(126.967776 37.543941),서울특별시 용산구
POINT(126.967776 37.543941),서울특별시 용산구
POINT(126.967776 37.543941),서울특별시 용산구
POINT(126.967695 37.543935),서울특별시 용산구
POINT(126.967957 37.543902),서울특별시 용산구
POINT(126.968101 37.543850),서울특별시 용산구
POINT(126.968275 37.543786),서울특별시 용산구
POINT(126.968275 37.543786),서울특별시 용산구
POINT(126.968407 37.543719),서울특별시 용산구
POINT(126.968417 37.543693),서울특별시 용산구
POINT(126.968535 37.543693),서울특별시 용산구
POINT(126.968535 37.543693),서울특별시 용산구
POINT(126.968575 37.543681),서울특별시 용산구
POINT(126.968575 37.543681),서울특별시 용산구
POINT(126.968760 37.543660),서울특별시 용산구
POINT(126.968890 37.543614),서울특별시 용산구
POINT(126.968980 37.543631),서울특별시 용산구
POINT(126.969018 37.543593),서울특별시 용산구
POINT(126.969123 37.543583),서울특별시 용산구
POINT(126.969136 37.543584),서울특별시 용산구
POINT(126.969136 37.543584),서울특별시 용산구
POINT(126.969123 37.543583),서울특별시 용산구
POINT(126.969182 37.543577),서울특별시 용산구
POINT(126.969309 37.543559),서울특별시 용산구
POINT(126.969477 37.543570),서울특별시 용산구
POINT(126.969793 37.543600),서울특별시 용산구
POINT(126.969793 37.543600),서울특별시 용산구
POINT(126.969793 37.543600),서울특별시 용산구
POINT(126.969793 37.543600),서울특별시 용산구
POINT(126.969790 37.543653),서울특별시 용산구
POINT(126.969848 37.543638),서울특별시 용산구
POINT(126.970034 37.543628),서울특별시 용산구
POINT(126.970413 37.543553),서울특별시 용산구
POINT(126.970495 37.543492),서울특별시 용산구
POINT(126.970563 37.543518),서울특별시 용산구
POINT(126.970563 37.543518),서울특별시 용산구
POINT(126.970633 37.543464),서울특별시 용산구
POINT(126.970633 37.543464),서울특별시 용산구
POINT(126.973724 37.534232),서울특별시 용산구
POINT(126.973770 37.534160),서울특별시 용산구
POINT(126.973770 37.534160),서울특별시 용산구
POINT(126.973686 37.533947),서울특별시 용산구
POINT(126.973686 37.533947),서울특별시 용산구
POINT(126.973643 37.533925),서울특별시 용산구
POINT(126.973643 37.533925),서울특별시 용산구
POINT(126.973643 37.533925),서울특별시 용산구
POINT(126.973639 37.533582),서울특별시 용산구
POINT(126.973639 37.533506),서울특별시 용산구
POINT(126.973639 37.533506),서울특별시 용산구
POINT(126.973597 37.533366),서울특별시 용산구
POINT(126.973562 37.533338),서울특별시 용산구
POINT(126.973562 37.533338),서울특별시 용산구
POINT(126.973561 37.533094),서울특별시 용산구
POINT(126.973593 37.533068),서울특별시 용산구
POINT(126.973593 37.533068),서울특별시 용산구
POINT(126.973491 37.532845),서울특별시 용산구
POINT(126.973491 37.532845),서울특별시 용산구
POINT(126.973491 37.532845),서울특별시 용산구
POINT(126.973645 37.532715),서울특별시 용산구
POINT(126.973913 37.532566),서울특별시 용산구
POINT(126.973889 37.532550),서울특별시 용산구
POINT(126.973889 37.532550),서울특별시 용산구
POINT(126.973992 37.532435),서울특별시 용산구
POINT(126.973127 37.532408),서울특별시 용산구
POINT(126.972991 37.532259),서울특별시 용산구
POINT(126.972902 37.532156),서울특별시 용산구
POINT(126.972870 37.532168),서울특별시 용산구
POINT(126.972653 37.531915),서울특별시 용산구
POINT(126.972653 37.531915),서울특별시 용산구
POINT(126.972443 37.531771),서울특별시 용산구
POINT(126.972312 37.531552),서울특별시 용산구
POINT(126.972179 37.531444),서울특별시 용산구
POINT(126.972172 37.531478),서울특별시 용산구
POINT(126.972172 37.531478),서울특별시 용산구
POINT(126.972179 37.531444),서울특별시 용산구
POINT(126.972032 37.531535),서울특별시 용산구
POINT(126.971981 37.531574),서울특별시 용산구
POINT(126.971810 37.531671),서울특별시 용산구
POINT(126.971810 37.531671),서울특별시 용산구
POINT(126.971570 37.531794),서울특별시 용산구
POINT(126.971453 37.531870),서울특별시 용산구
POINT(126.971453 37.531870),서울특별시 용산구
POINT(126.971504 37.531876),서울특별시 용산구
POINT(126.956446 37.524267),서울특별시 용산구
POINT(126.956423 37.524248),서울특별시 용산구
POINT(126.956423 37.524248),서울특별시 용산구
POINT(126.956236 37.524383),서울특별시 용산구
POINT(126.955996 37.524569),서울특별시 용산구
POINT(126.955847 37.524691),서울특별시 용산구
POINT(126.955753 37.524760),서울특별시 용산구
POINT(126.955463 37.524966),서울특별시 용산구
POINT(126.955388 37.525041),서울특별시 용산구
POINT(126.955443 37.525076),서울특별시 용산구
POINT(126.955320 37.525123),서울특별시 용산구
POINT(126.955255 37.525147),서울특별시 용산구
POINT(126.955255 37.525147),서울특별시 용산구
POINT(126.955175 37.525203),서울특별시 용산구
POINT(126.954986 37.525352),서울특별시 용산구
POINT(126.954827 37.525480),서울특별시 용산구
POINT(126.954684 37.525589),서울특별시 용산구
POINT(126.954487 37.525805),서울특별시 용산구
POINT(126.954467 37.525798),서울특별시 용산구
POINT(126.954467 37.525798),서울특별시 용산구
POINT(126.954473 37.525846),서울특별시 용산구
POINT(126.954467 37.525798),서울특별시 용산구
POINT(126.954432 37.525846),서울특별시 용산구
POINT(126.954357 37.525953),서울특별시 용산구
POINT(126.954281 37.526069),서울특별시 용산구
POINT(126.954243 37.526189),서울특별시 용산구
POINT(126.954209 37.526180),서울특별시 용산구
POINT(126.954209 37.526180),서울특별시 용산구
POINT(126.954129 37.526348),서울특별시 용산구
POINT(126.954129 37.526348),서울특별시 용산구
POINT(126.954104 37.526408),서울특별시 용산구
POINT(126.954066 37.526647),서울특별시 용산구
POINT(126.954062 37.526894),서울특별시 용산구
POINT(126.954078 37.527074),서울특별시 용산구
POINT(126.954043 37.527086),서울특별시 용산구
POINT(126.954037 37.527208),서울특별시 용산구
POINT(126.954036 37.527488),서울특별시 용산구
POINT(126.954005 37.527531),서울특별시 용산구
POINT(126.954005 37.527531),서울특별시 용산구
POINT(126.953994 37.527674),서울특별시 용산구
POINT(126.953976 37.527801),서울특별시 용산구
POINT(126.953970 37.528015),서울특별시 용산구
POINT(126.953970 37.528015),서울특별시 용산구
POINT(126.953959 37.528111),서울특별시 용산구
POINT(126.954032 37.528125),서울특별시 용산구
POINT(126.953945 37.528235),서울특별시 용산구
POINT(126.953978 37.528240),서울특별시 용산구
POINT(126.953987 37.528485),서울특별시 용산구
POINT(126.953922 37.528531),서울특별시 용산구
POINT(126.953910 37.528582),서울특별시 용산구
POINT(126.953915 37.528743),서울특별시 용산구
POINT(126.953882 37.528740),서울특별시 용산구
POINT(126.953808 37.529005),서울특별시 용산구
POINT(126.953808 37.529005),서울특별시 용산구
POINT(126.953808 37.529005),서울특별시 용산구
POINT(126.953840 37.529016),서울특별시 용산구
POINT(126.953695 37.529309),서울특별시 용산구
POINT(126.953592 37.529511),서울특별시 용산구
POINT(126.953592 37.529511),서울특별시 용산구
POINT(126.953157 37.530057),서울특별시 용산구
POINT(126.953124 37.530051),서울특별시 용산구
POINT(126.953124 37.530051),서울특별시 용산구
POINT(126.953121 37.530066),서울특별시 용산구
POINT(126.953121 37.530066),서울특별시 용산구
POINT(126.953124 37.530051),서울특별시 용산구
POINT(126.975376 37.521692),서울특별시 용산구
POINT(126.975376 37.521692),서울특별시 용산구
POINT(126.975346 37.521693),서울특별시 용산구
POINT(126.975388 37.521633),서울특별시 용산구
POINT(126.975341 37.521624),서울특별시 용산구
POINT(126.975386 37.521616),서울특별시 용산구
POINT(126.975386 37.521616),서울특별시 용산구
POINT(126.975349 37.521504),서울특별시 용산구
POINT(126.975294 37.521498),서울특별시 용산구
POINT(126.975296 37.521386),서울특별시 용산구
POINT(126.975236 37.521394),서울특별시 용산구
POINT(126.975252 37.521296),서울특별시 용산구
POINT(126.975238 37.521321),서울특별시 용산구
POINT(126.975186 37.521279),서울특별시 용산구
POINT(126.975177 37.521148),서울특별시 용산구
POINT(126.975082 37.521093),서울특별시 용산구
POINT(126.975030 37.520971),서울특별시 용산구
POINT(126.975092 37.520952),서울특별시 용산구
POINT(126.975092 37.520952),서울특별시 용산구
POINT(126.975320 37.520873),서울특별시 용산구
POINT(126.975382 37.520823),서울특별시 용산구
POINT(126.975419 37.520839),서울특별시 용산구
POINT(126.975345 37.520798),서울특별시 용산구
POINT(126.975350 37.520690),서울특별시 용산구
POINT(126.975250 37.520547),서울특별시 용산구
POINT(126.975227 37.520453),서울특별시 용산구
POINT(126.975227 37.520453),서울특별시 용산구
POINT(126.975128 37.520229),서울특별시 용산구
POINT(126.975128 37.520229),서울특별시 용산구
POINT(126.975128 37.520229),서울특별시 용산구
POINT(126.975069 37.520186),서울특별시 용산구
POINT(126.975092 37.520155),서울특별시 용산구
POINT(126.974951 37.519870),서울특별시 용산구
POINT(126.975027 37.520036),서울특별시 용산구
POINT(126.974951 37.519870),서울특별시 용산구
POINT(126.974788 37.519666),서울특별시 용산구
POINT(126.974856 37.519644),서울특별시 용산구
POINT(126.974821 37.519668),서울특별시 용산구
POINT(126.974856 37.519644),서울특별시 용산구
POINT(126.990147 37.534125),서울특별시 용산구
POINT(126.990147 37.534125),서울특별시 용산구
POINT(126.990232 37.533952),서울특별시 용산구
POINT(126.990542 37.533653),서울특별시 용산구
POINT(126.990588 37.533641),서울특별시 용산구
POINT(126.990588 37.533641),서울특별시 용산구
POINT(126.990588 37.533641),서울특별시 용산구
POINT(126.990588 37.533641),서울특별시 용산구
POINT(126.990699 37.533460),서울특별시 용산구
POINT(126.990723 37.533469),서울특별시 용산구
POINT(126.990723 37.533469),서울특별시 용산구
POINT(126.990834 37.533342),서울특별시 용산구
POINT(126.991002 37.533206),서울특별시 용산구
POINT(126.991020 37.533223),서울특별시 용산구
POINT(126.991020 37.533223),서울특별시 용산구
POINT(126.991105 37.533163),서울특별시 용산구
POINT(126.991204 37.532956),서울특별시 용산구
POINT(126.991204 37.532956),서울특별시 용산구
POINT(126.991204 37.532956),서울특별시 용산구
POINT(126.991221 37.532956),서울특별시 용산구
POINT(126.991251 37.532868),서울특별시 용산구
POINT(126.991254 37.532675),서울특별시 용산구
POINT(126.991292 37.532680),서울특별시 용산구
POINT(126.991292 37.532680),서울특별시 용산구
POINT(126.991283 37.532505),서울특별시 용산구
POINT(126.991283 37.532505),서울특별시 용산구
POINT(126.991283 37.532505),서울특별시 용산구
POINT(126.991507 37.532308),서울특별시 용산구
POINT(126.991582 37.532237),서울특별시 용산구
POINT(126.991722 37.532114),서울특별시 용산구
POINT(126.991722 37.532114),서울특별시 용산구
POINT(126.991858 37.531949),서울특별시 용산구
POINT(126.991846 37.531933),서울특별시 용산구
POINT(126.991846 37.531933),서울특별시 용산구
POINT(126.992046 37.531881),서울특별시 용산구
POINT(127.002955 37.545412),서울특별시 용산구
POINT(127.002999 37.545317),서울특별시 용산구
POINT(127.002999 37.545317),서울특별시 용산구
POINT(127.003011 37.545140),서울특별시 용산구
POINT(127.003156 37.545027),서울특별시 용산구
POINT(127.003228 37.544925),서울특별시 용산구
POINT(127.003228 37.544925),서울특별시 용산구
POINT(127.003206 37.544765),서울특별시 용산구
POINT(127.003217 37.544563),서울특별시 용산구
POINT(127.003217 37.544563),서울특별시 용산구
POINT(127.003178 37.544522),서울특별시 용산구
POINT(127.003120 37.544348),서울특별시 용산구
POINT(127.003152 37.544135),서울특별시 용산구
POINT(127.003101 37.543832),서울특별시 용산구
POINT(127.003101 37.543832),서울특별시 용산구
POINT(127.003062 37.543798),서울특별시 용산구
POINT(127.003059 37.543631),서울특별시 용산구
POINT(127.003021 37.543377),서울특별시 용산구
POINT(127.002968 37.543209),서울특별시 용산구
POINT(127.002983 37.543156),서울특별시 용산구
POINT(127.002961 37.543023),서울특별시 용산구
POINT(127.002961 37.543023),서울특별시 용산구
POINT(127.002961 37.543023),서울특별시 용산구
POINT(127.002931 37.542845),서울특별시 용산구
POINT(127.002838 37.542598),서울특별시 용산구
POINT(127.002869 37.542516),서울특별시 용산구
POINT(127.002864 37.542471),서울특별시 용산구
POINT(127.002836 37.542444),서울특별시 용산구
POINT(127.001794 37.537995),서울특별시 용산구
POINT(127.001842 37.537909),서울특별시 용산구
POINT(127.001842 37.537909),서울특별시 용산구
POINT(127.001842 37.537909),서울특별시 용산구
POINT(127.001897 37.537883),서울특별시 용산구
POINT(127.001944 37.537783),서울특별시 용산구
POINT(127.002089 37.537673),서울특별시 용산구
POINT(127.002164 37.537572),서울특별시 용산구
POINT(127.002164 37.537572),서울특별시 용산구
POINT(127.002183 37.537502),서울특별시 용산구
POINT(127.002149 37.537507),서울특별시 용산구
POINT(127.002149 37.537507),서울특별시 용산구
POINT(127.002100 37.537316),서울특별시 용산구
POINT(127.001932 37.537155),서울특별시 용산구
POINT(127.001868 37.536976),서울특별시 용산구
POINT(127.001820 37.536907),서울특별시 용산구
POINT(127.001705 37.536819),서울특별시 용산구
POINT(127.001660 37.536678),서울특별시 용산구
POINT(127.001550 37.536591),서울특별시 용산구
POINT(127.001537 37.536493),서울특별시 용산구
POINT(127.001444 37.536362),서울특별시 용산구
POINT(127.001444 37.536362),서울특별시 용산구
POINT(127.001393 37.536367),서울특별시 용산구
POINT(127.001393 37.536367),서울특별시 용산구
POINT(127.001312 37.536216),서울특별시 용산구
POINT(127.001273 37.536122),서울특별시 용산구
POINT(127.001123 37.535917),서울특별시 용산구
POINT(127.001123 37.535917),서울특별시 용산구
POINT(127.001108 37.535901),서울특별시 용산구
POINT(127.001108 37.535901),서울특별시 용산구
POINT(127.001083 37.535910),서울특별시 용산구
POINT(127.001474 37.535985),서울특별시 용산구
POINT(127.001532 37.535826),서울특별시 용산구
POINT(127.001825 37.535742),서울특별시 용산구
POINT(127.001842 37.535659),서울특별시 용산구
POINT(127.001861 37.535478),서울특별시 용산구
POINT(127.001815 37.535481),서울특별시 용산구
POINT(127.001835 37.535295),서울특별시 용산구
POINT(127.001790 37.535151),서울특별시 용산구
POINT(127.001800 37.535045),서울특별시 용산구
POINT(127.001800 37.535045),서울특별시 용산구
POINT(127.001800 37.535045),서울특별시 용산구
POINT(127.001800 37.535045),서울특별시 용산구
POINT(127.001719 37.534833),서울특별시 용산구
POINT(127.001757 37.534631),서울특별시 용산구
POINT(127.001715 37.534567),서울특별시 용산구
POINT(127.001717 37.534381),서울특별시 용산구
POINT(127.001694 37.534172),서울특별시 용산구
POINT(127.001694 37.534172),서울특별시 용산구
POINT(127.001129 37.531643),서울특별시 용산구
POINT(127.001404 37.531719),서울특별시 용산구
POINT(127.001583 37.531843),서울특별시 용산구
POINT(127.001691 37.531817),서울특별시 용산구
POINT(127.001957 37.531839),서울특별시 용산구
POINT(127.001957 37.531839),서울특별시 용산구
POINT(127.001957 37.531839),서울특별시 용산구
POINT(127.001957 37.531839),서울특별시 용산구
POINT(127.002125 37.531859),서울특별시 용산구
POINT(127.002135 37.531897),서울특별시 용산구
POINT(127.002226 37.531867),서울특별시 용산구
POINT(127.002451 37.531842),서울특별시 용산구
POINT(127.002749 37.531912),서울특별시 용산구
POINT(127.002887 37.531902),서울특별시 용산구
POINT(127.002887 37.531902),서울특별시 용산구
POINT(127.002952 37.531917),서울특별시 용산구
POINT(127.003262 37.531710),서울특별시 용산구
POINT(127.003324 37.531603),서울특별시 용산구
POINT(127.003420 37.531522),서울특별시 용산구
POINT(127.003420 37.531522),서울특별시 용산구
POINT(127.003443 37.531534),서울특별시 용산구
POINT(127.003470 37.531542),서울특별시 용산구
POINT(127.003470 37.531542),서울특별시 용산구
POINT(127.003639 37.531569),서울특별시 용산구
POINT(127.003643 37.531620),서울특별시 용산구
POINT(127.004014 37.531797),서울특별시 용산구
POINT(127.004186 37.531894),서울특별시 용산구
POINT(127.004186 37.531894),서울특별시 용산구
POINT(127.004186 37.531894),서울특별시 용산구
POINT(127.004209 37.531933),서울특별시 용산구
POINT(127.004320 37.531875),서울특별시 용산구
POINT(127.004314 37.531844),서울특별시 용산구
POINT(127.004549 37.531902),서울특별시 용산구
POINT(127.004695 37.532007),서울특별시 용산구
POINT(127.004707 37.532086),서울특별시 용산구
POINT(127.004791 37.532115),서울특별시 용산구
POINT(127.004791 37.532115),서울특별시 용산구
POINT(127.004791 37.532115),서울특별시 용산구
POINT(127.004981 37.532199),서울특별시 용산구
POINT(127.005012 37.532178),서울특별시 용산구
POINT(127.005137 37.532157),서울특별시 용산구
POINT(127.005159 37.532152),서울특별시 용산구
POINT(126.997001 37.521199),서울특별시 용산구
POINT(126.996851 37.521478),서울특별시 용산구
POINT(126.996851 37.521478),서울특별시 용산구
POINT(126.996807 37.521493),서울특별시 용산구
POINT(126.996833 37.521534),서울특별시 용산구
POINT(126.996855 37.521795),서울특별시 용산구
POINT(126.996816 37.521937),서울특별시 용산구
POINT(126.996816 37.521937),서울특별시 용산구
POINT(126.996859 37.522042),서울특별시 용산구
POINT(126.996836 37.522065),서울특별시 용산구
POINT(126.996836 37.522065),서울특별시 용산구
POINT(126.996904 37.522284),서울특별시 용산구
POINT(126.996975 37.522318),서울특별시 용산구
POINT(126.996975 37.522318),서울특별시 용산구
POINT(126.997027 37.522557),서울특별시 용산구
POINT(126.997027 37.522557),서울특별시 용산구
POINT(126.997053 37.522551),서울특별시 용산구
POINT(126.997078 37.522746),서울특별시 용산구
POINT(126.997219 37.522788),서울특별시 용산구
POINT(126.997337 37.522821),서울특별시 용산구
POINT(126.997337 37.522821),서울특별시 용산구
POINT(126.997337 37.522821),서울특별시 용산구
POINT(126.998133 37.530356),서울특별시 용산구
