개방자치단체코드,상세영업상태명,지번주소,도로명주소
3000000,폐업,서울특별시 종로구 관수동 145-1번지 ,
3000000,폐업,서울특별시 종로구 무악동 66-3번지 ,
3000000,폐업,서울특별시 종로구 관수동 13-2번지 ,
3000000,폐업,"서울특별시 종로구 종로5가 42-1번지 (지상1,2층) ",
3000000,폐업,서울특별시 종로구 관수동 147-2번지 ,
3000000,폐업,서울특별시 종로구 청진동 206-5번지 ,
3000000,폐업,서울특별시 종로구 내수동 4번지 지상1층 ,"서울특별시 종로구 새문안로5가길 11 (내수동,지상1층)"
3000000,폐업,서울특별시 종로구 낙원동 132-2번지 지상2층 ,"서울특별시 종로구 돈화문로11길 33 (낙원동,지상2층)"
3000000,폐업,서울특별시 종로구 신문로1가 29번지 ,
3000000,폐업,서울특별시 종로구 종로5가 231-9번지 지상2층 ,
3000000,폐업,서울특별시 종로구 효제동 246-1 ,서울특별시 종로구 대학로2길 7-1 (효제동)
3000000,폐업,서울특별시 종로구 신문로1가 25번지 지하1층 ,
3000000,폐업,서울특별시 종로구 교남동 71-1번지 ,서울특별시 종로구 통일로 172 (교남동)
3000000,폐업,서울특별시 종로구 서린동 149-0번지 ,
3000000,폐업,서울특별시 종로구 관훈동 28-0번지 ,
3000000,폐업,서울특별시 종로구 종로6가 289-0번지 ,
3000000,폐업,서울특별시 종로구 종로3가 6번지 지상4층 ,"서울특별시 종로구 종로 111-1 (종로3가,지상4층)"
3000000,폐업,서울특별시 종로구 종로6가 252-1번지 외2필지 지상4층 ,"서울특별시 종로구 종로39길 2 (종로6가,외2필지 지상4층)"
3000000,폐업,서울특별시 종로구 관철동 42-4번지 ,
3000000,폐업,서울특별시 종로구 종로6가 124-1번지 (지상2층) ,
3000000,폐업,서울특별시 종로구 돈의동 45-1번지 지1층 ,
3000000,폐업,서울특별시 종로구 신문로1가 29번지 ,
3000000,폐업,서울특별시 종로구 교북동 60-1번지 지1층 ,"서울특별시 종로구 통일로 192 (교북동,지1층)"
3000000,폐업,서울특별시 종로구 익선동 34-6번지 ,
3000000,폐업,서울특별시 종로구 원남동 177-1번지 ,
3000000,폐업,서울특별시 종로구 낙원동 141번지 (지하1층) ,
3000000,폐업,서울특별시 종로구 관수동 18-1번지  동  호,
3000000,폐업,서울특별시 종로구 낙원동 197-2번지 지하1층 ,
3000000,폐업,서울특별시 종로구 당주동 100-0번지 세종빌딩지1층134호 ,
3000000,폐업,서울특별시 종로구 종로5가 54번지 지상1층 ,
3000000,폐업,서울특별시 종로구 종로5가 42-1번지 지상2층 ,
3000000,폐업,서울특별시 종로구 종로5가 314-7번지 ,
3000000,폐업,서울특별시 종로구 창신동 197-36번지 ,
3000000,폐업,서울특별시 종로구 관철동 12-15번지 ,
3000000,폐업,서울특별시 종로구 종로2가 84-3번지 ,
3000000,폐업,서울특별시 종로구 종로2가 84-8번지 ,
3000000,폐업,"서울특별시 종로구 당주동 20-1번지 ,4 ",
3000000,폐업,서울특별시 종로구 창신동 303-0번지 ,
3000000,폐업,서울특별시 종로구 창신동 438-14번지 ,
3000000,폐업,서울특별시 종로구 청진동 182-4번지 (지하1층) ,"서울특별시 종로구 종로3길 30 (청진동,(지하1층))"
3000000,폐업,서울특별시 종로구 당주동 23-15번지 지상2층 ,
3000000,폐업,서울특별시 종로구 청진동 88-0번지 ,
3000000,폐업,서울특별시 종로구 당주동 170-2번지 ,
3000000,폐업,서울특별시 종로구 종로5가 38-1번지 ,
3000000,폐업,서울특별시 종로구 종로5가 193-5번지 ,
3000000,폐업,서울특별시 종로구 관철동 7-11번지 ,
3000000,폐업,서울특별시 종로구 숭인동 1421-0번지 ,
3000000,폐업,서울특별시 종로구 당주동 100-0번지 지1층35호 ,
3000000,폐업,서울특별시 종로구 평창동 73-2번지 ,
3000000,폐업,서울특별시 종로구 낙원동 197-1번지 지하1층 ,
3000000,폐업,서울특별시 종로구 청진동 296-1번지 ,
3000000,폐업,서울특별시 종로구 와룡동 40-2번지 ,
3000000,폐업,서울특별시 종로구 평창동 108-2번지 ,
3000000,폐업,서울특별시 종로구 장사동 227-1번지 ,서울특별시 종로구 청계천로 137 (장사동)
3000000,폐업,서울특별시 종로구 숭인동 201-26번지 ,
3000000,폐업,서울특별시 종로구 낙원동 161-0번지 ,
3000000,폐업,서울특별시 종로구 당주동 23-6번지 ,
3000000,폐업,서울특별시 종로구 견지동 110-13번지 ,
3000000,폐업,서울특별시 종로구 관훈동 2-2번지 ,
3000000,폐업,서울특별시 종로구 종로5가 471-0번지 ,서울특별시 종로구 종로40가길 21-1 (종로5가)
3000000,폐업,서울특별시 종로구 관수동 20-0 ,서울특별시 종로구 수표로 96 (관수동)
3000000,폐업,서울특별시 종로구 효제동 245-11 ,서울특별시 종로구 대학로2길 13 (효제동)
3000000,폐업,서울특별시 종로구 관철동 42-3번지 ,"서울특별시 종로구 종로10길 19, 2층 (관철동)"
3000000,폐업,서울특별시 종로구 종로5가 225-18 ,서울특별시 종로구 종로36길 11 (종로5가)
3000000,폐업,서울특별시 종로구 평창동 66-50번지 외 2필지(지하1층) ,
3000000,폐업,서울특별시 종로구 종로5가 182-6번지 지상2층 ,
3000000,폐업,서울특별시 종로구 인의동 28-26번지 ,
3000000,폐업,서울특별시 종로구 숭인동 280-0번지 ,
3000000,폐업,서울특별시 종로구 도렴동 113-1번지 ,
3000000,폐업,서울특별시 종로구 숭인동 201-6번지 ,
3000000,폐업,서울특별시 종로구 창신동 402-9번지 ,
3000000,폐업,서울특별시 종로구 창신동 464-8번지 지상2층 ,
3000000,폐업,서울특별시 종로구 효제동 236-0번지 ,
3000000,폐업,서울특별시 종로구 숭인동 201-13번지 ,
3000000,폐업,서울특별시 종로구 당주동 19-0번지 ,
3000000,폐업,서울특별시 종로구 효제동 145번지 지상1층 ,"서울특별시 종로구 종로35길 40 (효제동,지상1층)"
3000000,폐업,서울특별시 종로구 창신동 328-18번지 ,
3000000,폐업,서울특별시 종로구 청진동 82번지 지상1층 ,
3000000,폐업,서울특별시 종로구 원남동 189-12번지 외5필지 지하1층 ,"서울특별시 종로구 창경궁로 145-5 (원남동,외5필지 지하1층)"
3000000,폐업,서울특별시 종로구 청진동 73번지 ,
3000000,폐업,서울특별시 종로구 신문로1가 2번지 ,
3000000,폐업,서울특별시 종로구 종로1가 28번지 ,
3000000,폐업,서울특별시 종로구 연지동 273번지 ,
3000000,폐업,서울특별시 종로구 종로5가 49-1번지 ,서울특별시 종로구 종로 229-1 (종로5가)
3000000,폐업,서울특별시 종로구 낙원동 132-2번지 (지하1층) ,"서울특별시 종로구 돈화문로11길 33 (낙원동,(지하1층))"
3000000,폐업,서울특별시 종로구 창신동 378-0번지 ,
3000000,폐업,서울특별시 종로구 청진동 256-1번지 ,
3000000,폐업,서울특별시 종로구 낙원동 175-0번지 ,
3000000,폐업,서울특별시 종로구 연지동 254-1번지 ,
3000000,폐업,서울특별시 종로구 교북동 12-14번지 ,서울특별시 종로구 통일로 198-1 (교북동)
3000000,폐업,서울특별시 종로구 창신동 197-36번지 ,
3000000,폐업,서울특별시 종로구 창신동 460-1번지 ,
3000000,폐업,서울특별시 종로구 적선동 122-1번지 ,
3000000,폐업,서울특별시 종로구 당주동 19-0번지 삼한빌딩 2층  동  호,
3000000,폐업,서울특별시 종로구 당주동 19-0번지 삼한빌딩 지하1층  동  호,
3000000,폐업,서울특별시 종로구 당주동 168-0번지 ,
3000000,폐업,서울특별시 종로구 운니동 65-1번지  동  호,
3000000,폐업,서울특별시 종로구 종로5가 231-9번지 지상2층 ,
3000000,폐업,서울특별시 종로구 숭인동 201-13 지하1층 ,"서울특별시 종로구 종로66가길 10 (숭인동,지하1층)"
3000000,폐업,서울특별시 종로구 종로6가 244-15번지 지상3층 ,
3000000,폐업,서울특별시 종로구 공평동 64번지 지하1층 ,"서울특별시 종로구 우정국로 26-5 (공평동,지하1층)"
3000000,폐업,서울특별시 종로구 창신동 460-1번지 ,
3000000,폐업,서울특별시 종로구 교북동 11-2번지 ,서울특별시 종로구 송월길 153 (교북동)
3000000,폐업,서울특별시 종로구 운니동 24-1번지 ,서울특별시 종로구 돈화문로11가길 89 (운니동)
3000000,폐업,서울특별시 종로구 공평동 59번지 지하1층 ,"서울특별시 종로구 우정국로 30-8 (공평동,지하1층)"
3000000,폐업,서울특별시 종로구 연지동 1-24번지 ,
3000000,폐업,서울특별시 종로구 숭인동 1385-0번지 ,서울특별시 종로구 난계로 255 (숭인동)
3000000,폐업,서울특별시 종로구 인사동 75-4 세인빌딩 ,"서울특별시 종로구 삼일대로 403-1, 세인빌딩 지하1층 (인사동)"
3000000,폐업,서울특별시 종로구 종로6가 242-1번지 지하1층 ,
3000000,폐업,서울특별시 종로구 창신동 436-67번지 ,
3000000,폐업,서울특별시 종로구 청진동 182-2번지 ,
3010000,폐업,서울특별시 중구 의주로2가 4-0번지 ,
3010000,폐업,서울특별시 중구 을지로2가 101-1번지 ,
3010000,폐업,서울특별시 중구 북창동 20-1번지 ,
3010000,폐업,서울특별시 중구 초동 106-9번지 ,
3010000,폐업,서울특별시 중구 남창동 205-104번지 ,서울특별시 중구 퇴계로4길 2 (남창동)
3010000,폐업,서울특별시 중구 북창동 131-2번지 ,
3010000,폐업,서울특별시 중구 장충동2가 15-5번지 ,
3010000,폐업,서울특별시 중구 황학동 945-0번지 ,
3010000,폐업,서울특별시 중구 인현동2가 73-1번지 ,
3010000,폐업,서울특별시 중구 장충동2가 186-9번지 ,
3010000,폐업,서울특별시 중구 회현동1가 65-0번지 ,
3010000,폐업,서울특별시 중구 을지로6가 18-133번지 ,
3010000,폐업,서울특별시 중구 태평로1가 29-1번지 ,
3010000,폐업,서울특별시 중구 중림동 69-9번지 ,
3010000,폐업,서울특별시 중구 북창동 13-3번지 ,
3010000,폐업,서울특별시 중구 북창동 12-1번지 ,
3010000,폐업,서울특별시 중구 황학동 371-39번지 ,
3010000,폐업,서울특별시 중구 을지로2가 199-7번지 (3층) ,"서울특별시 중구 명동9길 45 (을지로2가,(3층))"
3010000,폐업,서울특별시 중구 을지로6가 18-71번지 (지하1층) ,
3010000,폐업,서울특별시 중구 을지로6가 21-29번지 ,
3010000,폐업,서울특별시 중구 북창동 75-0번지 ,
3010000,폐업,서울특별시 중구 수표동 35-16번지 (지상2층) ,"서울특별시 중구 수표로 68 (수표동,(지상2층))"
3010000,폐업,서울특별시 중구 을지로5가 273-4번지 (지하1층) ,"서울특별시 중구 동호로 359 (을지로5가,(지하1층))"
3010000,폐업,서울특별시 중구 을지로6가 23-26번지 (지상2층) ,
3010000,폐업,서울특별시 중구 광희동1가 188-5 (지상2층) ,"서울특별시 중구 을지로44길 31 (광희동1가,(지상2층))"
3010000,폐업,서울특별시 중구 인현동1가 102-5번지 지하1층 ,"서울특별시 중구 마른내로 50-1 (인현동1가,지하1층)"
3010000,폐업,서울특별시 중구 북창동 71-2번지 외3필지(지상3층) ,"서울특별시 중구 남대문로1길 30 (북창동,외3필지(지상3층))"
3010000,폐업,서울특별시 중구 장충동2가 201-3번지 ,
3010000,폐업,서울특별시 중구 북창동 136-0번지 ,
3010000,폐업,서울특별시 중구 충무로5가 2-4번지 ,
3010000,폐업,서울특별시 중구 다동 131-0번지 삼덕빌딩 지하 ,
3010000,폐업,서울특별시 중구 을지로1가 46-2번지 (1층) ,
3010000,폐업,서울특별시 중구 북창동 125-0번지 (1층) ,
3010000,폐업,서울특별시 중구 광희동1가 103-1번지 (2층) ,"서울특별시 중구 마른내로 159 (광희동1가,(2층))"
3010000,폐업,서울특별시 중구 태평로2가 69-3 청남빌딩 ,"서울특별시 중구 세종대로 76, 청남빌딩 4층 (태평로2가)"
3010000,폐업,서울특별시 중구 수표동 35-16 ,"서울특별시 중구 수표로 68, 2층 (수표동)"
3010000,폐업,서울특별시 중구 태평로2가 68-8번지 지상1층 ,
3010000,폐업,서울특별시 중구 산림동 207-1번지 ,
3010000,폐업,서울특별시 중구 북창동 94-10번지 2층 ,
3010000,폐업,서울특별시 중구 중림동 125-0번지 ,
3010000,폐업,서울특별시 중구 태평로2가 68-1번지 ,
3010000,폐업,서울특별시 중구 북창동 66-0번지 ,
3010000,폐업,서울특별시 중구 남대문로5가 214-0번지 ,
3010000,폐업,서울특별시 중구 신당동 247-16번지 ,
3010000,폐업,서울특별시 중구 만리동2가 231-13번지 ,
3010000,폐업,서울특별시 중구 명동2가 89번지 지하1층 ,"서울특별시 중구 명동2길 8, 지하1층 (명동2가)"
3010000,폐업,서울특별시 중구 흥인동 7-0번지 ,
3010000,폐업,서울특별시 중구 광희동1가 289-0번지 ,
3010000,폐업,서울특별시 중구 광희동1가 289-0번지 ,
3010000,폐업,서울특별시 중구 을지로7가 112-1번지 ,
3010000,폐업,서울특별시 중구 회현동3가 10번지 ,"서울특별시 중구 퇴계로14길 1, 지하1층 (회현동3가)"
3010000,폐업,서울특별시 중구 충무로2가 51-15번지 ,
3010000,폐업,서울특별시 중구 을지로3가 95-3번지 (1층) ,"서울특별시 중구 을지로13길 15 (을지로3가,(1층))"
3010000,폐업,서울특별시 중구 태평로2가 69-3번지 ,서울특별시 중구 세종대로 76 (태평로2가)
3010000,폐업,서울특별시 중구 신당동 372-455번지 ,
3010000,폐업,서울특별시 중구 을지로5가 19-29번지 ,
3010000,폐업,서울특별시 중구 무교동 95-0 ,서울특별시 중구 무교로 20 (무교동)
3010000,폐업,서울특별시 중구 북창동 18-9번지 ,서울특별시 중구 남대문로1길 42 (북창동)
3010000,폐업,서울특별시 중구 방산동 79-1번지 ,서울특별시 중구 동호로 376 (방산동)
3010000,폐업,서울특별시 중구 충무로3가 49-0번지 지상1층 ,
3010000,폐업,서울특별시 중구 충무로3가 57-24번지 2층 ,"서울특별시 중구 수표로2길 23, 2층 (충무로3가)"
3010000,폐업,서울특별시 중구 북창동 99-2번지 ,
3010000,폐업,서울특별시 중구 흥인동 62-8번지 ,
3010000,폐업,서울특별시 중구 흥인동 62-8번지 ,
3010000,폐업,서울특별시 중구 만리동1가 206-37번지 ,
3010000,폐업,서울특별시 중구 충무로2가 51-13번지 ,
3010000,폐업,서울특별시 중구 봉래동1가 132-6번지 ,
3010000,폐업,서울특별시 중구 명동2가 32-5번지 ,
3010000,폐업,서울특별시 중구 필동2가 10 (지상1층) ,"서울특별시 중구 퇴계로 197 (필동2가,(지상1층))"
3010000,폐업,서울특별시 중구 다동 51-11번지 ,
3010000,폐업,서울특별시 중구 흥인동 182-39번지 ,
3010000,폐업,서울특별시 중구 다동 92번지 지하2층 ,"서울특별시 중구 다동길 46 (다동,지하2층)"
3010000,폐업,서울특별시 중구 충무로4가 32-16번지 지하1층 ,
3010000,폐업,서울특별시 중구 충무로2가 62-9번지 지하2층 ,
3010000,폐업,서울특별시 중구 회현동3가 10번지 (지상1층) ,"서울특별시 중구 퇴계로14길 1 (회현동3가,(지상1층))"
3010000,폐업,서울특별시 중구 남대문로5가 84-20번지 (지상3층) ,"서울특별시 중구 세종대로2길 6 (남대문로5가,(지상3층))"
3010000,폐업,서울특별시 중구 태평로2가 69-20번지 (지상2층) ,
3010000,폐업,서울특별시 중구 수표동 56-14번지 ,
3010000,폐업,서울특별시 중구 북창동 122-0번지 ,
3010000,폐업,서울특별시 중구 중림동 71-0번지 ,
3010000,폐업,서울특별시 중구 중림동 53-1번지 ,
3010000,폐업,서울특별시 중구 중림동 53-1번지 ,
3010000,폐업,서울특별시 중구 황학동 536-0번지 ,
3010000,폐업,서울특별시 중구 북창동 17-3번지 지상2~3층 ,
3010000,폐업,서울특별시 중구 의주로2가 21-29번지 ,
3010000,폐업,서울특별시 중구 북창동 66-0번지 ,
3010000,폐업,서울특별시 중구 초동 21-1번지 ,
3010000,폐업,서울특별시 중구 을지로2가 148-37번지 ,
3010000,폐업,서울특별시 중구 산림동 207-1번지 ,
3010000,폐업,서울특별시 중구 신당동 120-4번지 ,
3010000,폐업,서울특별시 중구 을지로6가 29-1번지 ,
3010000,폐업,"서울특별시 중구 남대문로5가 63-13번지 ,14 ",
3010000,폐업,서울특별시 중구 남학동 13-2번지 ,
3010000,폐업,서울특별시 중구 다동 92번지 지하2층 ,
3010000,폐업,서울특별시 중구 충무로2가 51-15번지 ,
3010000,폐업,서울특별시 중구 황학동 118-0번지 ,
3010000,폐업,서울특별시 중구 충무로2가 50-5번지 ,
3010000,폐업,서울특별시 중구 황학동 1205-0번지 ,서울특별시 중구 마장로 89 (황학동)
3010000,폐업,서울특별시 중구 북창동 111-2번지 ,
3010000,폐업,서울특별시 중구 충무로2가 65-5번지 ,
3010000,폐업,서울특별시 중구 만리동2가 22-2번지 ,
3010000,폐업,서울특별시 중구 북창동 5-2번지 ,
3010000,폐업,서울특별시 중구 소공동 1-0번지 ,
3010000,폐업,서울특별시 중구 장충동2가 5-5번지 ,
3010000,폐업,서울특별시 중구 회현동1가 202-191번지 ,
3010000,폐업,서울특별시 중구 명동2가 53-12번지 ,
3010000,폐업,서울특별시 중구 을지로6가 18-67번지 ,
3010000,폐업,서울특별시 중구 충무로1가 24-11번지 ,
3010000,폐업,서울특별시 중구 을지로3가 334-10번지 ,
3010000,폐업,서울특별시 중구 북창동 71-4번지 지상2층 ,
3010000,폐업,서울특별시 중구 충무로3가 26-1번지 지상1층 ,
3010000,폐업,서울특별시 중구 정동 1-54번지 ,
3010000,폐업,서울특별시 중구 초동 21-1번지 ,
3010000,폐업,서울특별시 중구 을지로6가 18-21번지 굿모닝시티 8층 ,
3010000,폐업,서울특별시 중구 을지로6가 18-130번지 (지상8층) ,"서울특별시 중구 을지로 255 (을지로6가,(지상8층))"
3010000,폐업,서울특별시 중구 을지로6가 18-130번지 (지상9층) ,"서울특별시 중구 을지로 255 (을지로6가,(지상9층))"
3010000,폐업,서울특별시 중구 을지로6가 18-119번지 ,
3010000,폐업,서울특별시 중구 북창동 66-0번지 지하1층 ,
3010000,폐업,서울특별시 중구 남대문로5가 12-38번지 ,서울특별시 중구 세종대로 20 (남대문로5가)
3010000,폐업,서울특별시 중구 북창동 72-0번지 ,
3010000,폐업,서울특별시 중구 을지로4가 162-8번지 지하1층 ,"서울특별시 중구 을지로30길 8 (을지로4가,지하1층)"
3010000,폐업,서울특별시 중구 만리동2가 226-1번지 ,서울특별시 중구 만리재로 143 (만리동2가)
3010000,폐업,서울특별시 중구 회현동1가 194-34번지 ,
3010000,폐업,서울특별시 중구 남대문로5가 12-8번지 ,서울특별시 중구 세종대로 12 (남대문로5가)
3010000,폐업,서울특별시 중구 충무로2가 61-1번지 지상 2층 ,
3010000,폐업,서울특별시 중구 신당동 247-16번지 지하1층 ,
3010000,폐업,서울특별시 중구 수하동 67번지 미래에셋 CENTER 1 ,"서울특별시 중구 을지로5길 26, 미래에셋 CENTER 1 1층 (수하동)"
3010000,폐업,서울특별시 중구 흥인동 261-2번지 ,
3010000,폐업,서울특별시 중구 황학동 371-3번지 ,
3010000,폐업,서울특별시 중구 황학동 366-0번지 ,
3010000,폐업,서울특별시 중구 황학동 366-0번지 ,
3010000,폐업,서울특별시 중구 황학동 366-0번지 ,
3010000,폐업,서울특별시 중구 광희동1가 188-5번지 (지상2층) ,
3010000,폐업,서울특별시 중구 을지로2가 199-33번지 (지상8층) ,
3010000,폐업,서울특별시 중구 만리동2가 24-2번지 (지하1층) ,"서울특별시 중구 만리재로 175-1 (만리동2가,(지하1층))"
3010000,폐업,서울특별시 중구 태평로2가 69-6번지 (1층) ,
3010000,폐업,서울특별시 중구 오장동 139-3번지 ,
3010000,폐업,서울특별시 중구 명동1가 34-1번지 ,
3010000,폐업,서울특별시 중구 무학동 34-1번지 ,
3010000,폐업,서울특별시 중구 오장동 145-1번지 ,
3010000,폐업,서울특별시 중구 신당동 120-5번지 (지하1층) ,"서울특별시 중구 퇴계로 420 (신당동,(지하1층))"
3010000,폐업,서울특별시 중구 을지로6가 18-84번지 (3층) ,"서울특별시 중구 을지로43길 30 (을지로6가,(3층))"
3010000,폐업,서울특별시 중구 산림동 207-1번지 (지하1층) ,
3010000,폐업,"서울특별시 중구 북창동 18-1번지 (지하1층,지상1층) ",
3010000,폐업,서울특별시 중구 북창동 122-0번지 (1~2층) ,
3010000,폐업,서울특별시 중구 을지로3가 95-4번지 (2층) ,"서울특별시 중구 충무로9길 12 (을지로3가,(2층))"
3010000,폐업,서울특별시 중구 을지로2가 148-1번지 (2층) ,
3010000,폐업,서울특별시 중구 을지로2가 199-33번지 ,
3010000,폐업,서울특별시 중구 황학동 637-0번지 ,
3010000,폐업,서울특별시 중구 흥인동 122-0번지 ,
3010000,폐업,서울특별시 중구 을지로2가 88-1번지 (지상2층) ,
3010000,폐업,서울특별시 중구 을지로5가 275-6번지 (지상1층) ,"서울특별시 중구 동호로 350 (을지로5가,(지상1층))"
3010000,폐업,서울특별시 중구 남학동 13-2번지 (아스토리아호텔2층) ,"서울특별시 중구 퇴계로 176 (남학동,(아스토리아호텔2층))"
3010000,폐업,서울특별시 중구 을지로2가 199-7번지 지상2층 ,"서울특별시 중구 명동9길 45 (을지로2가,지상2층)"
3010000,폐업,서울특별시 중구 충무로4가 32-16번지 (지하1층) ,
3010000,폐업,서울특별시 중구 신당동 247-16번지 지하1층 ,
3010000,폐업,서울특별시 중구 명동2가 32-5번지 ,
3010000,폐업,서울특별시 중구 충무로2가 66-6번지 ,
3010000,폐업,서울특별시 중구 무학동 49-0번지 ,
3010000,폐업,서울특별시 중구 북창동 19-4번지 ,
3010000,폐업,서울특별시 중구 장충동1가 56-85번지 ,
3010000,폐업,서울특별시 중구 북창동 67-0번지 ,
3010000,폐업,"서울특별시 중구 북창동 118번지 , 119번지 3층 ","서울특별시 중구 남대문로1길 16, 3층 (북창동)"
3010000,폐업,"서울특별시 중구 태평로2가 69-3 외1필지(지상1,2,3층) ","서울특별시 중구 세종대로 76 (태평로2가, 지상1,2,3층)"
3010000,폐업,서울특별시 중구 을지로5가 275-5번지 (지하1층) ,
3010000,폐업,서울특별시 중구 충무로3가 59-11번지 ,
3010000,폐업,서울특별시 중구 무교동 12-1번지 ,
3010000,폐업,서울특별시 중구 을지로1가 32-0번지 2층 ,"서울특별시 중구 남대문로9길 51, 2층 (을지로1가)"
3010000,폐업,서울특별시 중구 을지로6가 30-5번지 지상2층 ,"서울특별시 중구 을지로 250 (을지로6가, 지상2층)"
3010000,폐업,서울특별시 중구 을지로6가 18-131번지 지상7~8층 ,
3010000,폐업,서울특별시 중구 충무로2가 64-5번지 ,
3010000,폐업,서울특별시 중구 명동2가 2-8번지 ,
3010000,폐업,서울특별시 중구 산림동 207-1번지 ,
3010000,폐업,서울특별시 중구 충무로2가 51-17번지 ,
3010000,폐업,서울특별시 중구 충무로2가 51-17번지 ,
3010000,폐업,서울특별시 중구 충무로2가 50-6번지 ,
3010000,폐업,서울특별시 중구 인현동2가 73-1번지 ,
3010000,폐업,서울특별시 중구 북창동 134-1번지 (지상4~6층) ,
3010000,폐업,서울특별시 중구 충무로3가 57-24번지 (지상3층) ,
3010000,폐업,서울특별시 중구 명동1가 45-1번지 지상3층 ,"서울특별시 중구 명동7길 18 (명동1가,지상3층)"
3010000,폐업,서울특별시 중구 회현동1가 199-6번지 지상5층 ,
3010000,폐업,서울특별시 중구 북창동 20-2번지 ,
3010000,폐업,서울특별시 중구 수하동 40-2번지 ,
3010000,폐업,서울특별시 중구 인현동1가 141-2번지 ,
3010000,폐업,서울특별시 중구 태평로2가 330-2번지 지상1층 ,
3010000,폐업,서울특별시 중구 다동 97-0번지 ,
3010000,폐업,서울특별시 중구 남학동 13-2번지 (지하1층) ,"서울특별시 중구 퇴계로 176 (남학동,(지하1층))"
3010000,폐업,서울특별시 중구 다동 92-0번지 ,
3010000,폐업,서울특별시 중구 충무로1가 22-2번지 ,
3010000,폐업,서울특별시 중구 충무로1가 22-2번지 ,
3010000,폐업,서울특별시 중구 북창동 82-0번지 ,
3010000,폐업,서울특별시 중구 신당동 366-144번지 ,
3010000,폐업,서울특별시 중구 광희동1가 263-2번지 외2필지 지하1층 ,"서울특별시 중구 마른내로 150 (광희동1가,외2필지 지하1층)"
3010000,폐업,서울특별시 중구 저동2가 48-20번지 지하1층 ,"서울특별시 중구 수표로 22-21 (저동2가,지하1층)"
3010000,폐업,서울특별시 중구 태평로2가 69-2번지 ,
3010000,폐업,서울특별시 중구 을지로6가 18-40번지 (지상3층) ,"서울특별시 중구 장충단로 249-24 (을지로6가,(지상3층))"
3010000,폐업,서울특별시 중구 다동 188-0번지 (지상2층) ,
3010000,폐업,서울특별시 중구 북창동 134-1번지 지하1층 ,"서울특별시 중구 남대문로1길 6 (북창동, 지하1층)"
3010000,폐업,서울특별시 중구 태평로2가 318-1번지 ,
3010000,폐업,서울특별시 중구 초동 21-2번지 ,
3010000,폐업,서울특별시 중구 북창동 99-3번지 ,
3010000,폐업,서울특별시 중구 광희동1가 187-2번지 ,
3010000,폐업,서울특별시 중구 북창동 18-4번지 ,"서울특별시 중구 남대문로1길 46, 2층 (북창동)"
3010000,폐업,서울특별시 중구 충무로5가 20-5번지 ,
3010000,폐업,서울특별시 중구 황학동 72-0번지 ,
3010000,폐업,서울특별시 중구 의주로2가 4-6번지 ,
3010000,폐업,서울특별시 중구 중림동 123-7번지 ,
3010000,폐업,서울특별시 중구 남대문로5가 84-20번지 지상1층 ,"서울특별시 중구 세종대로2길 6 (남대문로5가,지상1층)"
3010000,폐업,서울특별시 중구 충무로1가 24-28번지 ,서울특별시 중구 명동2길 57 (충무로1가)
3010000,폐업,서울특별시 중구 태평로2가 68-13번지 ,
3010000,폐업,서울특별시 중구 을지로2가 199-33번지 ,
3010000,폐업,서울특별시 중구 무교동 45-0번지 ,
3010000,폐업,서울특별시 중구 태평로2가 69-12번지 ,
3010000,폐업,서울특별시 중구 무교동 1-0번지 ,
3010000,폐업,서울특별시 중구 의주로2가 82-0번지 ,
3010000,폐업,서울특별시 중구 중림동 83-5번지 ,
3010000,폐업,서울특별시 중구 중림동 83-5번지 ,
3010000,폐업,서울특별시 중구 황학동 2478-0번지 ,
3010000,폐업,서울특별시 중구 인현동2가 73-1번지 ,
3010000,폐업,서울특별시 중구 남산동2가 1-1번지 ,
3010000,폐업,서울특별시 중구 태평로1가 61-1번지 ,
3010000,폐업,서울특별시 중구 무학동 47-2번지 ,
3010000,폐업,서울특별시 중구 충무로1가 23-1번지 ,
3010000,폐업,서울특별시 중구 광희동1가 143-1번지 ,
3010000,폐업,서울특별시 중구 주교동 144-3번지 ,
3010000,폐업,서울특별시 중구 주교동 95-1번지 ,
3010000,폐업,서울특별시 중구 만리동2가 188-3번지 ,
3010000,폐업,서울특별시 중구 신당동 292-112번지 ,
3010000,폐업,서울특별시 중구 다동 120-0번지 ,
3010000,폐업,서울특별시 중구 삼각동 115-0번지 ,
3010000,폐업,서울특별시 중구 다동 160-0번지 ,
3010000,폐업,서울특별시 중구 태평로2가 69-10번지 ,
3010000,폐업,서울특별시 중구 신당동 120-5번지 ,
3010000,폐업,서울특별시 중구 북창동 111-2번지 ,
3010000,폐업,서울특별시 중구 북창동 42-2번지 ,서울특별시 중구 세종대로18길 14 (북창동)
3010000,폐업,서울특별시 중구 남산동2가 1-1번지 ,
3010000,폐업,서울특별시 중구 광희동1가 182-30번지 ,
3010000,폐업,서울특별시 중구 다동 162-1번지 ,
3010000,폐업,서울특별시 중구 예관동 70-27번지 시사빌딩지층 ,
3010000,폐업,서울특별시 중구 다동 183-0번지 ,
3010000,폐업,서울특별시 중구 황학동 375-0번지 ,
3010000,폐업,서울특별시 중구 서소문동 99-4번지 ,
3010000,폐업,서울특별시 중구 북창동 19-6번지 ,
3010000,폐업,서울특별시 중구 충무로2가 65-5번지 ,
3010000,폐업,서울특별시 중구 수표동 11-3번지 ,
