개방자치단체코드,상세영업상태명,지번주소,도로명주소
3120000,폐업,서울특별시 서대문구 대현동 37-32번지 (지상2층) ,
3120000,폐업,서울특별시 서대문구 창천동 18-26번지 ,서울특별시 서대문구 연세로 8-1 (창천동)
3120000,폐업,서울특별시 서대문구 홍제동 280-7번지 ,
3120000,폐업,서울특별시 서대문구 창천동 20-29번지 ,
3120000,폐업,서울특별시 서대문구 미근동 163번지 ,서울특별시 서대문구 충정로 76 (미근동)
3120000,폐업,서울특별시 서대문구 창천동 29-72번지 (지하1층) ,"서울특별시 서대문구 연세로2길 9 (창천동,(지하1층))"
3120000,폐업,서울특별시 서대문구 창천동 29-49번지 ,서울특별시 서대문구 연세로2가길 12 (창천동)
3120000,폐업,서울특별시 서대문구 창천동 29-59번지 (지하1층) ,
3120000,폐업,서울특별시 서대문구 창천동 29-83번지 ,
3120000,폐업,서울특별시 서대문구 남가좌동 295-9번지 ,
3120000,폐업,서울특별시 서대문구 창천동 18-72번지 ,
3120000,폐업,서울특별시 서대문구 창천동 20-76번지 ,
3120000,폐업,서울특별시 서대문구 창천동 18-36번지 ,
3120000,폐업,서울특별시 서대문구 창천동 30-1번지 ,서울특별시 서대문구 연세로 13 (창천동)
3120000,폐업,서울특별시 서대문구 대현동 101-17번지 25 ,
3120000,폐업,"서울특별시 서대문구 대현동 104-5번지 ,8, 14, 76 ",
3120000,폐업,서울특별시 서대문구 창천동 18-29번지 ,
3120000,폐업,서울특별시 서대문구 창천동 29-64번지 ,
3120000,폐업,서울특별시 서대문구 창천동 29-72번지 ,
3120000,폐업,서울특별시 서대문구 창천동 30-22번지 ,
3120000,폐업,서울특별시 서대문구 창천동 30-10번지 ,
3120000,폐업,서울특별시 서대문구 대현동 104-36번지 ,
3120000,폐업,서울특별시 서대문구 창천동 13-55번지 ,
3120000,폐업,서울특별시 서대문구 대현동 27-63번지 ,
3120000,폐업,서울특별시 서대문구 대현동 27-27번지 ,
3120000,폐업,서울특별시 서대문구 창천동 29-68번지 (지상1층) ,
3120000,폐업,서울특별시 서대문구 창천동 20-38번지 ,
3120000,폐업,"서울특별시 서대문구 창천동 20-56번지 (지상2,3층) ",
3120000,폐업,서울특별시 서대문구 창천동 20-24번지 ,
3120000,폐업,서울특별시 서대문구 대현동 104-40번지 ,
3120000,폐업,서울특별시 서대문구 대현동 104-26번지 ,
3120000,폐업,서울특별시 서대문구 창천동 18-58번지 (지상1층) ,"서울특별시 서대문구 연세로 8-1 (창천동,(지상1층))"
3120000,폐업,서울특별시 서대문구 창천동 29-61번지 ,
3120000,폐업,서울특별시 서대문구 대현동 27-27번지 ,
3120000,폐업,"서울특별시 서대문구 홍제동 299-2번지 ,5,44,52, 301-15 ","서울특별시 서대문구 통일로 472 (홍제동,,5,44,52, 301-15)"
3120000,폐업,서울특별시 서대문구 창천동 30-8번지 (지하1층) ,
3120000,폐업,서울특별시 서대문구 창천동 29-52번지 ,
3120000,폐업,"서울특별시 서대문구 대현동 104-15 (지하1층,지하2층) ","서울특별시 서대문구 연세로2길 101-10 (대현동,(지하1층,지하2층))"
3120000,폐업,서울특별시 서대문구 창천동 29-69번지 ,
3120000,폐업,서울특별시 서대문구 창천동 20-56번지 ,
3120000,폐업,서울특별시 서대문구 창천동 20-38번지 ,
3120000,폐업,서울특별시 서대문구 창천동 18-46번지 ,
3120000,폐업,서울특별시 서대문구 대현동 104-23번지 24 ,
3120000,폐업,서울특별시 서대문구 창천동 29-25번지 ,
3120000,폐업,서울특별시 서대문구 창천동 18-26번지 ,
3120000,폐업,서울특별시 서대문구 홍제동 302-1번지 ,
3120000,폐업,서울특별시 서대문구 대현동 37-32번지 ,
3120000,폐업,서울특별시 서대문구 창천동 30-11번지 12 나동 ,
3120000,폐업,서울특별시 서대문구 대현동 104-19번지 ,서울특별시 서대문구 연세로2마길 12 (대현동)
3120000,폐업,서울특별시 서대문구 창천동 29-55번지 ,
3120000,폐업,서울특별시 서대문구 대현동 101-17번지 ,서울특별시 서대문구 신촌로 155 (대현동)
3120000,폐업,서울특별시 서대문구 대현동 37-32번지 ,서울특별시 서대문구 이화여대3길 36 (대현동)
3120000,폐업,서울특별시 서대문구 창천동 30-1번지 ,서울특별시 서대문구 연세로 13 (창천동)
3120000,폐업,서울특별시 서대문구 창천동 18-35번지 ,
3130000,폐업,서울특별시 마포구 도화동 51-1번지 성우지하12호 ,
3130000,폐업,서울특별시 마포구 도화동 181-29번지 ,
3130000,폐업,서울특별시 마포구 서교동 354-8번지 ,서울특별시 마포구 양화로 122 (서교동)
3130000,폐업,서울특별시 마포구 도화동 541-0번지 일신빌딩 ,
3130000,폐업,서울특별시 마포구 노고산동 106-62번지 ,
3130000,폐업,서울특별시 마포구 합정동 382-6번지 1층 ,
3130000,폐업,서울특별시 마포구 서교동 351-19 ,서울특별시 마포구 월드컵북로1길 6 (서교동)
3130000,폐업,서울특별시 마포구 도화동 51-1번지 성우빌딩B1-5 ,
3130000,폐업,서울특별시 마포구 도화동 36-0번지 고려아카데미ⅡB1-1 ,
3130000,폐업,"서울특별시 마포구 도화동 544번지 고려빌딩 지하 10,10-1,11,12 ",서울특별시 마포구 큰우물로 76 (도화동)
3130000,폐업,서울특별시 마포구 도화동 538번지 ,"서울특별시 마포구 큰우물로 75 (도화동, 성지빌딩 B1-21호)"
3130000,폐업,서울특별시 마포구 마포동 33-1번지 대농빌딩B1-111.112 ,
3130000,폐업,서울특별시 마포구 도화동 541-0번지 B1-3호 ,
3130000,폐업,서울특별시 마포구 도화동 541-0번지 B1-5호 ,
3130000,폐업,서울특별시 마포구 합정동 382-39번지 B1 ,
3130000,폐업,서울특별시 마포구 도화동 36-0번지 B1-15-19호 ,
3130000,폐업,서울특별시 마포구 도화동 544-0번지 고려빌딩B1-34 ,"서울특별시 마포구 큰우물로 76 (도화동,고려빌딩B1-34)"
3130000,폐업,서울특별시 마포구 공덕동 439-3번지 ,
3130000,폐업,서울특별시 마포구 도화동 50-1번지 B1-15 ,
3130000,폐업,서울특별시 마포구 합정동 382-31번지 ,
3130000,폐업,서울특별시 마포구 도화동 538번지 ,"서울특별시 마포구 큰우물로 75 (도화동, 성지빌딩 지하 17호)"
3130000,폐업,"서울특별시 마포구 도화동 36-0번지 고려아카데미텔지44-53,55,56,56-1,57외7 ",
3130000,폐업,"서울특별시 마포구 도화동 37번지 고려아카데미텔(진도B/D)지1층 10,11호 ",
3130000,폐업,서울특별시 마포구 동교동 161-10 준옥빌딩 ,"서울특별시 마포구 월드컵북로2길 19, 준옥빌딩 지하1층 (동교동)"
3130000,폐업,서울특별시 마포구 노고산동 107-88번지 ,
3130000,폐업,서울특별시 마포구 도화동 181-56번지 지하1층 ,
3130000,폐업,서울특별시 마포구 노고산동 106-8번지 ,서울특별시 마포구 서강로20길 10 (노고산동)
3130000,폐업,서울특별시 마포구 합정동 382-1번지 ,
3130000,폐업,서울특별시 마포구 도화동 51-1번지 ,
3130000,폐업,서울특별시 마포구 도화동 181-29번지 지하 ,
3130000,폐업,서울특별시 마포구 공덕동 256-13번지 1층 ,"서울특별시 마포구 만리재로 15 (공덕동,1층)"
3130000,폐업,서울특별시 마포구 도화동 51-1번지 성우빌딩지하9호 ,
3130000,폐업,서울특별시 마포구 도화동 51-1번지 성우빌딩 지1층2호 ,
3130000,폐업,서울특별시 마포구 도화동 544 ,"서울특별시 마포구 큰우물로 76 (도화동, 고려빌딩 지하1층 1~3호)"
3130000,폐업,서울특별시 마포구 노고산동 49-51번지 ,
3130000,폐업,서울특별시 마포구 도화동 544-0번지 B1-12 ,
3130000,폐업,서울특별시 마포구 도화동 51-1번지 지하1층8호 ,
3130000,폐업,서울특별시 마포구 도화동 544번지 ,"서울특별시 마포구 큰우물로 76 (도화동, B1-13호)"
3130000,폐업,서울특별시 마포구 도화동 544번지 ,"서울특별시 마포구 큰우물로 76, 지하1층 14호 (도화동)"
3130000,폐업,서울특별시 마포구 노고산동 31-79번지 ,
3130000,폐업,서울특별시 마포구 도화동 51-1번지 성우빌딩 지하1층 13호 ,
3130000,폐업,서울특별시 마포구 도화동 51-1 ,"서울특별시 마포구 마포대로 49, 지하1층 10,11,19호 (도화동)"
3130000,폐업,서울특별시 마포구 노고산동 57-38번지 ,"서울특별시 마포구 서강로 135 (노고산동, 2층)"
3130000,폐업,서울특별시 마포구 노고산동 106-39번지 지1층 ,"서울특별시 마포구 서강로18길 7 (노고산동,지1층)"
3130000,폐업,서울특별시 마포구 노고산동 57-46번지 외 2필지 지하1층 ,"서울특별시 마포구 서강로 131 (노고산동,외 2필지 지하1층)"
3130000,폐업,서울특별시 마포구 도화동 544 ,"서울특별시 마포구 큰우물로 76 (도화동, 고려빌딩 지하 1층 23호)"
3130000,폐업,서울특별시 마포구 도화동 544 지하1층 16호 ,"서울특별시 마포구 큰우물로 76 (도화동, 지하1층 16호)"
3130000,폐업,서울특별시 마포구 노고산동 57-46번지 신촌아이스페이스오피스텔 지하102호,"서울특별시 마포구 서강로 131, 신촌아이스페이스오피스텔 지하 102호 (노고산동)"
3130000,폐업,서울특별시 마포구 도화동 541-0번지 거성빌딩지1-4 ,
3130000,폐업,"서울특별시 마포구 노고산동 106-89번지 (2호)1,2,3층, 지층 ",
3130000,폐업,서울특별시 마포구 노고산동 107-20번지 ,
3130000,폐업,서울특별시 마포구 도화동 51-1번지 성우빌딩 지1-19 ,
3130000,폐업,서울특별시 마포구 도화동 50-1번지 일진빌딩지하26.27.28호 ,
3130000,폐업,서울특별시 마포구 도화동 541-0번지 거성빌딩지하5 ,
3130000,폐업,서울특별시 마포구 도화동 541-0 일신지하2호 ,"서울특별시 마포구 마포대로 38 (도화동,일신지하2호)"
3130000,폐업,서울특별시 마포구 서교동 354-11 ,"서울특별시 마포구 양화로 120 (서교동, 지하1층)"
3130000,폐업,서울특별시 마포구 노고산동 57-18번지 201호 ,
3130000,폐업,서울특별시 마포구 노고산동 107-10번지 ,서울특별시 마포구 백범로2길 6 (노고산동)
3130000,폐업,서울특별시 마포구 도화동 51-1번지 성우 B-18 ,
3130000,폐업,서울특별시 마포구 노고산동 107-20번지 2F동 ,
3130000,폐업,서울특별시 마포구 합정동 381-17번지 ,
3130000,폐업,서울특별시 마포구 도화동 169-1 ,"서울특별시 마포구 마포대로 58 (도화동, 지하1,2층)"
3130000,폐업,서울특별시 마포구 노고산동 107-36번지 2.3.4층 ,
3130000,폐업,서울특별시 마포구 노고산동 57-22 ,서울특별시 마포구 신촌로18길 15 (노고산동)
3130000,폐업,서울특별시 마포구 노고산동 57-59번지 ,
3130000,폐업,서울특별시 마포구 신공덕동 18-7번지 ,
3130000,폐업,서울특별시 마포구 노고산동 106-39번지 ,
3130000,폐업,서울특별시 마포구 서교동 354-5번지 ,"서울특별시 마포구 양화로 130 (서교동, 지하1층)"
3130000,폐업,서울특별시 마포구 도화동 181-36번지 ,
3130000,폐업,서울특별시 마포구 대흥동 12-2번지 ,서울특별시 마포구 대흥로 193 (대흥동)
3130000,폐업,"서울특별시 마포구 노고산동 107-1번지 ,2 (10층) ",
3130000,폐업,서울특별시 마포구 노고산동 57-33번지 ,
3130000,폐업,서울특별시 마포구 노고산동 49-55번지 외1필지 ,
3130000,폐업,서울특별시 마포구 노고산동 107-17번지 2층 ,
3130000,폐업,서울특별시 마포구 노고산동 57-49번지 지층 ,
3130000,폐업,서울특별시 마포구 노고산동 109-69번지 ,
3130000,폐업,서울특별시 마포구 도화동 541번지 지하5호 ,
3130000,폐업,서울특별시 마포구 공덕동 256-13번지 제일빌딩 15층동 ,
3130000,폐업,서울특별시 마포구 노고산동 57-20번지 ,"서울특별시 마포구 신촌로18길 9, 지하1층 (노고산동)"
3130000,폐업,서울특별시 마포구 서교동 345-30번지 ,서울특별시 마포구 홍익로 20 (서교동)
3130000,폐업,서울특별시 마포구 노고산동 31-11번지 지상5층 ,
3130000,폐업,서울특별시 마포구 노고산동 57-38번지 ,
3130000,폐업,서울특별시 마포구 노고산동 49-55번지 ,
3130000,폐업,서울특별시 마포구 노고산동 57-9번지 ,
3130000,폐업,서울특별시 마포구 노고산동 107-36번지 ,
3130000,폐업,서울특별시 마포구 합정동 381-16번지 지상7층 ,
3130000,폐업,서울특별시 마포구 서교동 371-23 ,"서울특별시 마포구 홍익로5길 46 (서교동, B1층)"
3130000,폐업,서울특별시 마포구 서교동 372-6번지 B1 ,"서울특별시 마포구 잔다리로 46 (서교동,B1)"
3130000,폐업,서울특별시 마포구 도화동 544-0번지 지하27 ,
3130000,폐업,서울특별시 마포구 합정동 382-7번지 지하1층 ,
3130000,영업,서울특별시 마포구 도화동 544번지 ,"서울특별시 마포구 큰우물로 76 (도화동, 고려빌딩 B21호)"
3130000,영업,서울특별시 마포구 공덕동 256-13 제일빌딩 1층 116호 ,"서울특별시 마포구 만리재로 15 (공덕동,제일빌딩 1층 116호)"
3130000,폐업,서울특별시 마포구 도화동 544-0 고려B1-33,"서울특별시 마포구 큰우물로 76 (도화동,고려B1-33)"
3130000,영업,"서울특별시 마포구 도화동 36번지 고려아카데미텔 지하1층 48,53,55,59,60호 ","서울특별시 마포구 마포대로 52, 지하1층 48,53,55,59,60호 (도화동, 고려아카데미텔 )"
3130000,영업,서울특별시 마포구 도화동 544번지 ,"서울특별시 마포구 큰우물로 76 (도화동, 고려빌딩 지하1층 18-1호)"
3130000,영업,서울특별시 마포구 노고산동 49-51번지 ,"서울특별시 마포구 신촌로12가길 37 (노고산동, 2층)"
3130000,영업,서울특별시 마포구 노고산동 57-20번지 ,"서울특별시 마포구 신촌로18길 9, 지하1층 (노고산동)"
3130000,영업,서울특별시 마포구 노고산동 107-10번지 ,"서울특별시 마포구 백범로2길 6 (노고산동, 1층일부)"
3130000,영업,서울특별시 마포구 도화동 544 ,"서울특별시 마포구 큰우물로 76, 지하1층 20호 (도화동)"
3130000,영업,서울특별시 마포구 도화동 544번지 ,"서울특별시 마포구 큰우물로 76 (도화동, 고려빌딩 지하1층 32호)"
3130000,영업,서울특별시 마포구 도화동 36번지 ,"서울특별시 마포구 마포대로 52 (도화동, 고려아카데미텔 지하1,2호)"
3150000,폐업,서울특별시 강서구 화곡동 1107-3번지 ,
3130000,영업,서울특별시 마포구 도화동 51-1번지 성우빌딩 지하1층동 8호,"서울특별시 마포구 마포대로 49, 지하1층동 8호 (도화동,성우빌딩)"
3130000,영업,"서울특별시 마포구 도화동 51-1번지 지하1층 1,2호 ","서울특별시 마포구 마포대로 49 (도화동,지하1층 1,2호)"
3130000,영업,서울특별시 마포구 동교동 161-4번지 ,서울특별시 마포구 동교로 176 (동교동)
3130000,영업,서울특별시 마포구 서교동 372-1번지 ,"서울특별시 마포구 양화로 100 (서교동, 지하1층)"
3130000,영업,"서울특별시 마포구 도화동 37 진도빌딩 지하1층 10호,11호","서울특별시 마포구 마포대로 44 (도화동,진도빌딩 지하1층 10호,11호)"
3130000,영업,서울특별시 마포구 동교동 161-17 B1,"서울특별시 마포구 월드컵북로2길 5 (동교동,B1)"
3130000,영업,서울특별시 마포구 노고산동 57-46 신촌아이스페이스오피스텔,"서울특별시 마포구 서강로 131, 신촌아이스페이스오피스텔 지하1층 102호 (노고산동)"
3130000,영업,서울특별시 마포구 도화동 538 성지빌딩 지하21호,"서울특별시 마포구 큰우물로 75 (도화동, 성지빌딩 지하21호)"
3130000,영업,서울특별시 마포구 도화동 538,"서울특별시 마포구 큰우물로 75, 지하1층 (도화동, 17호일부)"
3130000,영업,서울특별시 마포구 서교동 354-1번지 ,"서울특별시 마포구 양화로 136 (서교동, 지하1층)"
3130000,영업,서울특별시 마포구 도화동 37 ,"서울특별시 마포구 마포대로 44, 지층 24호 (도화동)"
3130000,영업,서울특별시 마포구 도화동 51-1번지 ,"서울특별시 마포구 마포대로 49 (도화동, 성우빌딩 지하1층 6호)"
3130000,영업,서울특별시 마포구 도화동 544번지 ,"서울특별시 마포구 큰우물로 76 (도화동, 고려빌딩 지하1층 30,31호)"
3130000,영업,서울특별시 마포구 도화동 544번지 고려빌딩 지하27호 27호,"서울특별시 마포구 큰우물로 76 (도화동, 고려빌딩 지하 27호)"
3130000,영업,서울특별시 마포구 노고산동 109-86번지 지하1층 ,"서울특별시 마포구 서강로 126-1 (노고산동,지하1층)"
3130000,영업,서울특별시 마포구 도화동 36번지 ,"서울특별시 마포구 마포대로 52 (도화동, 고려아카데미텔 지하 11~19호)"
3130000,영업,서울특별시 마포구 도화동 538-0 성지빌딩B1-20 ,"서울특별시 마포구 큰우물로 75 (도화동,성지빌딩B1-20)"
3130000,영업,서울특별시 마포구 공덕동 256-13 ,서울특별시 마포구 만리재로 15 (공덕동)
3130000,영업,"서울특별시 마포구 공덕동 256-13 제일빌딩15,16 ","서울특별시 마포구 만리재로 15 (공덕동, 지1층(15,16호))"
3130000,영업,서울특별시 마포구 동교동 161-16번지 ,"서울특별시 마포구 월드컵북로2길 7 (동교동, 지하1층)"
3130000,영업,서울특별시 마포구 서교동 354-22번지 ,"서울특별시 마포구 양화로 134, 지하1층 (서교동)"
3130000,폐업,서울특별시 마포구 노고산동 107-1 지하1층,"서울특별시 마포구 서강로 144 (노고산동, 지하1층 )"
3130000,영업,서울특별시 마포구 공덕동 256-13 ,"서울특별시 마포구 만리재로 15 (공덕동, 2층 290호)"
3150000,폐업,서울특별시 강서구 화곡동 343-58번지 ,
3130000,폐업,서울특별시 마포구 서교동 354-19,"서울특별시 마포구 양화로 124 (서교동, 지하1층)"
3130000,영업,서울특별시 마포구 노고산동 49-22,"서울특별시 마포구 신촌로14길 5 (노고산동, 지하1층)"
3130000,폐업,"서울특별시 마포구 노고산동 57-18 지층 B103-1, B103-2, B103-3, B102-2호","서울특별시 마포구 서강로 137-7 (노고산동, 지층 B103-1, B103-2, B103-3, B102-2호)"
3130000,영업,"서울특별시 마포구 공덕동 256-13 제일빌딩 210,11 ","서울특별시 마포구 만리재로 15 (공덕동,제일빌딩 210,11)"
3130000,영업,서울특별시 마포구 동교동 147-6 지하1층 ,"서울특별시 마포구 연희로 1 (동교동,지하1층)"
3140000,폐업,서울특별시 양천구 목동 602-15번지 ,
3140000,폐업,서울특별시 양천구 목동 793-6 ,서울특별시 양천구 등촌로 20 (목동)
3140000,폐업,서울특별시 양천구 목동 793-1번지 ,
3140000,폐업,서울특별시 양천구 목동 923-0번지 ,
3140000,폐업,서울특별시 양천구 신정동 1029-14번지 ,서울특별시 양천구 신월로 310 (신정동)
3140000,폐업,서울특별시 양천구 목동 515-0번지 ,서울특별시 양천구 공항대로 634 (목동)
3150000,영업,서울특별시 강서구 화곡동 1105-2 (지하 1층),"서울특별시 강서구 화곡로 319, 지하 1층 (화곡동, 6동)"
3140000,폐업,"서울특별시 양천구 목동 923번지 세신빌딩 10층 1013호,1014호,1015호 ",
3150000,영업,서울특별시 강서구 화곡동 1065-31번지 (지하 1층) ,"서울특별시 강서구 강서로 171, 지하 1층 (화곡동, 3동)"
3150000,영업,서울특별시 강서구 화곡동 1097-4 2층,"서울특별시 강서구 화곡로 327, 2층 (화곡동, 6동)"
3140000,폐업,서울특별시 양천구 신정동 1031-3 지하1층,
3150000,영업,서울특별시 강서구 화곡동 380-14번지 (지하 1층) ,"서울특별시 강서구 화곡로20길 51, 지하 1층 (화곡동, 1동)"
3150000,영업,서울특별시 강서구 공항동 53-58번지 (지하 1층) ,"서울특별시 강서구 송정로 60, 지하 1층 (공항동)"
3150000,폐업,서울특별시 강서구 화곡동 981-13번지 ,
3150000,폐업,서울특별시 강서구 방화동 249-254,서울특별시 강서구 초원로13길 56 (방화동)
3150000,영업,서울특별시 강서구 화곡동 935-19 (지하 1층),"서울특별시 강서구 월정로 102, 지하 1층 (화곡동, 1동)"
3150000,영업,서울특별시 강서구 화곡동 1116-6 외 1필지 (지하 1층) ,"서울특별시 강서구 화곡로 336, 지하 1층 (화곡동, 6동)"
3150000,영업,서울특별시 강서구 방화동 580-153 (지하 1층),"서울특별시 강서구 방화동로 99-1, 지하 1층 (방화동, 2동)"
3150000,영업,서울특별시 강서구 마곡동 795-6번지 뉴골든타워 (지상 8층) 804호,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 8층 804호 (마곡동)"
3150000,영업,서울특별시 강서구 마곡동 795-6 뉴골든타워 (지상 8층) 802-1호,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 8층 802-1호 (마곡동)"
3150000,영업,서울특별시 강서구 마곡동 795-6번지 뉴골든타워 (지상 5층) 503호,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 5층 503호 (마곡동)"
3150000,영업,서울특별시 강서구 마곡동 795-6번지 뉴골든타워 (지상 7층) 701호,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 7층 701호 (마곡동)"
3150000,영업,서울특별시 강서구 화곡동 1117-18번지 (지하 1층) ,"서울특별시 강서구 화곡로 326, 지하 1층 (화곡동, 6동)"
3150000,영업,서울특별시 강서구 화곡동 898-1 화곡심포니타워 (지상 2층) 203호,"서울특별시 강서구 강서로 27, 2층 203호 (화곡동, 1동 화곡심포니타워)"
3150000,영업,서울특별시 강서구 화곡동 905-9 (지하 1층),"서울특별시 강서구 강서로5나길 32, 지하 1층 (화곡동, 1동)"
3150000,영업,서울특별시 강서구 화곡동 902-1 (지하 1층),"서울특별시 강서구 곰달래로24길 24, 지하 1층 (화곡동, 1동)"
3150000,영업,서울특별시 강서구 마곡동 795-6 뉴골든타워 ,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 5층 501호 (마곡동)"
3150000,영업,서울특별시 강서구 마곡동 795-6 뉴골든타워 ,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 5층 501-1호 (마곡동)"
3150000,영업,서울특별시 강서구 화곡동 915-10 ,"서울특별시 강서구 강서로7길 67, 지하1층 (화곡동)"
3150000,영업,서울특별시 강서구 화곡동 901-15 시온빌딩 301호,"서울특별시 강서구 강서로7길 35, 시온빌딩 3층 301호 (화곡동)"
3150000,영업,서울특별시 강서구 화곡동 901-15 시온빌딩 201호,"서울특별시 강서구 강서로7길 35, 시온빌딩 2층 201호 (화곡동)"
3150000,영업,서울특별시 강서구 화곡동 372-3 (지하 1층),"서울특별시 강서구 가로공원로76길 6, 지하 1층 (화곡동, 1동)"
3150000,영업,서울특별시 강서구 화곡동 1117-11 지하 1층,"서울특별시 강서구 공항대로46길 96, 지하 1층 (화곡동, 6동)"
3150000,영업,서울특별시 강서구 화곡동 1117-17 외 1필지 (지하 1층) ,"서울특별시 강서구 화곡로 324, 지하 1층 (화곡동, 6동)"
3150000,영업,서울특별시 강서구 화곡동 1066-1번지 (지하 1층) ,"서울특별시 강서구 화곡로 137, 지하 1층 (화곡동, 3동)"
3150000,영업,서울특별시 강서구 화곡동 1006-10번지 (지하 1층) 1호,"서울특별시 강서구 강서로 239, 지하 1층 1호 (화곡동, 3동)"
3150000,영업,서울특별시 강서구 화곡동 904-1번지 (지하 1층) ,"서울특별시 강서구 강서로5길 10, 지하 1층 (화곡동, 1동)"
3150000,영업,서울특별시 강서구 화곡동 342-55 (지하 1층),"서울특별시 강서구 강서로 34, 지하 1층 (화곡동, 8동)"
3150000,영업,서울특별시 강서구 화곡동 982-9번지 외 1필지 삼호빌딩 (지하 1층) ,"서울특별시 강서구 화곡로 280, 지하 1층 (화곡동, 6동 삼호빌딩)"
3150000,영업,서울특별시 강서구 화곡동 1117-3 (지하 1층) ,"서울특별시 강서구 공항대로46길 84, 지하 1층 (화곡동, 6동)"
3150000,영업,서울특별시 강서구 공항동 72-30번지 (지하 1층) ,"서울특별시 강서구 공항대로 14-1, 지하 1층 (공항동)"
3150000,영업,서울특별시 강서구 화곡동 1006-9번지 (지하 1층) ,"서울특별시 강서구 강서로 243, 지하 1층 (화곡동, 3동)"
3150000,영업,서울특별시 강서구 화곡동 1116-2번지 (지하 1층) ,"서울특별시 강서구 공항대로46길 64, 지하 1층 (화곡동, 6동)"
3150000,영업,서울특별시 강서구 화곡동 915-35번지 ,"서울특별시 강서구 강서로7길 85, 지하1층 (화곡동)"
3150000,영업,서울특별시 강서구 화곡동 935-1 지상4층 ,"서울특별시 강서구 곰달래로16길 32, 4층 (화곡동)"
3150000,영업,서울특별시 강서구 화곡동 935-1 ,"서울특별시 강서구 곰달래로16길 32, 3층 (화곡동)"
3150000,영업,서울특별시 강서구 화곡동 903-3 (지하 1층),"서울특별시 강서구 강서로 17, 지하 1층 (화곡동, 1동)"
3150000,영업,서울특별시 강서구 화곡동 1117-15 (지하 1층),"서울특별시 강서구 화곡로 320, 지하 1층 (화곡동, 6동)"
3150000,영업,서울특별시 강서구 마곡동 795-6 뉴골든타워 (지상 6층) 602호,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 6층 602호 (마곡동)"
3150000,영업,서울특별시 강서구 화곡동 1117-16 외 2필지 (지하 1층),"서울특별시 강서구 화곡로 322, 지하 1층 (화곡동, 6동)"
3150000,영업,서울특별시 강서구 마곡동 795-6번지 뉴골든타워 (지상 6층) 602-1호,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 6층 602-1호 (마곡동)"
3150000,영업,서울특별시 강서구 마곡동 795-6번지 뉴골든타워 (지상 8층) 801호,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 8층 801호 (마곡동)"
3150000,영업,서울특별시 강서구 마곡동 795-6번지 뉴골든타워 (지상 7층) 704호,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 7층 704호 (마곡동)"
3150000,영업,서울특별시 강서구 화곡동 343-61 (지하 1층),"서울특별시 강서구 강서로 33, 지하 1층 (화곡동, 1동)"
3150000,영업,서울특별시 강서구 마곡동 795-6번지 뉴골든타워 (지상 5층) 502호,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 5층 502호 (마곡동)"
3150000,영업,서울특별시 강서구 화곡동 981-13번지 (지하 1층) ,"서울특별시 강서구 화곡로50길 5, 지하 1층 (화곡동, 6동)"
3150000,영업,서울특별시 강서구 화곡동 343-60번지 (지하 1층) ,"서울특별시 강서구 강서로 35, 지하 1층 (화곡동, 1동)"
3150000,영업,서울특별시 강서구 가양동 1479-4번지 씨드가양플라자 (지하 2층) 201-1호,"서울특별시 강서구 양천로57길 13, 지하 2층 201-1호 (가양동, 2동 씨드가양플라자)"
3150000,영업,서울특별시 강서구 화곡동 1116-3번지 삼보프라자 (지하 1층) ,"서울특별시 강서구 화곡로 330, 지하 1층 (화곡동, 6동 삼보프라자)"
3150000,영업,서울특별시 강서구 화곡동 902-10번지 (지하 1층) ,"서울특별시 강서구 강서로7길 19, 지하 1층 (화곡동, 1동)"
3150000,폐업,서울특별시 강서구 화곡동 1105-7번지 ,
3150000,영업,서울특별시 강서구 화곡동 904-27 (지하 1층),"서울특별시 강서구 강서로5길 16, 지하 1층 (화곡동, 1동)"
3150000,영업,서울특별시 강서구 마곡동 795-6 뉴골든타워 (지상 7층) 703호,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 7층 703호 (마곡동)"
3150000,영업,서울특별시 강서구 화곡동 1063-13 (지하 1층),"서울특별시 강서구 화곡로 175, 지하 1층 (화곡동, 우장산동)"
3150000,영업,서울특별시 강서구 화곡동 935-1 (지하 1층),"서울특별시 강서구 곰달래로16길 32, 지하 1층 (화곡동)"
3150000,영업,서울특별시 강서구 화곡동 1117-19 (지하 1층),"서울특별시 강서구 화곡로 328, 지하 1층 (화곡동, 6동)"
3150000,영업,서울특별시 강서구 화곡동 1117-13 (지하 1층) ,"서울특별시 강서구 화곡로 316, 지하 1층 (화곡동, 6동)"
3150000,영업,서울특별시 강서구 화곡동 1111-5 (지하 1층) ,"서울특별시 강서구 화곡로 340, 지하 1층 (화곡동, 6동)"
