포인트 wkt,읍면동명
POINT(127.08884701890038116 37.58356801964222171),면목동
POINT(127.08884701890038116 37.58356801964222171),면목동
POINT(127.08884701890038116 37.58356801964222171),면목동
POINT(127.08854903557880789 37.58357318457176888),면목동
POINT(127.08852303828378183 37.58359547309206761),면목동
POINT(127.08852403557881416 37.58355318457176963),면목동
POINT(127.09745682089908314 37.58910057887866429),면목동
POINT(127.09751171100188571 37.58907735985068399),면목동
POINT(127.09751171100188571 37.58907735985068399),면목동
POINT(127.09751171100188571 37.58907735985068399),면목동
POINT(127.09748111618948485 37.58905854069545427),면목동
POINT(127.0972883783274483 37.58887158417737595),면목동
POINT(127.09707050250523253 37.58846258654189398),면목동
POINT(127.09707050250523253 37.58846258654189398),면목동
POINT(127.09707050250523253 37.58846258654189398),면목동
POINT(127.09698738737222357 37.5883114497302202),면목동
POINT(127.09698738737222357 37.5883114497302202),면목동
POINT(127.09679562967244237 37.5879628774059853),면목동
POINT(127.09666686309806494 37.58771843957304526),면목동
POINT(127.09666686309806494 37.58771843957304526),면목동
POINT(127.09666686309806494 37.58771843957304526),면목동
POINT(127.09666686309806494 37.58771843957304526),면목동
POINT(127.09670350119705517 37.58758410589092591),면목동
POINT(127.0966217405161558 37.58745424519134559),면목동
POINT(127.09642399999999895 37.58726500000000215),면목동
POINT(127.09642399999999895 37.58726500000000215),면목동
POINT(127.09629200000000537 37.58702199999999749),면목동
POINT(127.09631213070676381 37.58697498355241606),면목동
POINT(127.0961810000000014 37.58680499999999824),면목동
POINT(127.09608400000000472 37.58662799999999748),면목동
POINT(127.09592655008658824 37.58638320275863975),면목동
POINT(127.09592655008658824 37.58638320275863975),면목동
POINT(127.09570899999999938 37.58592500000000314),면목동
POINT(127.09565600000000529 37.58582400000000234),면목동
POINT(127.09565600000000529 37.58582400000000234),면목동
POINT(127.09548700613515848 37.58543398125742385),면목동
POINT(127.09544863611498045 37.58537985853379837),면목동
POINT(127.09544863611498045 37.58537985853379837),면목동
POINT(127.09544863611498045 37.58537985853379837),면목동
POINT(127.09544863611498045 37.58537985853379837),면목동
POINT(127.07654226167679212 37.58576785430221179),면목동
POINT(127.07667338214376684 37.58554415971093476),면목동
POINT(127.07654399999999839 37.58539100000000133),면목동
POINT(127.07659700000000669 37.58538500000000226),면목동
POINT(127.07667375387750042 37.58530928475627064),면목동
POINT(127.07667375387750042 37.58530928475627064),면목동
POINT(127.07667375387750042 37.58530928475627064),면목동
POINT(127.07663987916225778 37.58520916725324668),면목동
POINT(127.07678614103507186 37.58511054884382219),면목동
POINT(127.07673900000000344 37.58490700000000118),면목동
POINT(127.076792999999995 37.58485799999999699),면목동
POINT(127.07710402360685009 37.58492288520281477),면목동
POINT(127.07732300000000691 37.58484299999999934),면목동
POINT(127.07734627938626204 37.58491175454505395),면목동
POINT(127.07749864960898378 37.58490647173898225),면목동
POINT(127.07758437396510942 37.58483641347119431),면목동
POINT(127.07784352909236247 37.58490116614051146),면목동
POINT(127.0779150000000044 37.58482599999999962),면목동
POINT(127.07791403580968392 37.58490032781012502),면목동
POINT(127.07823600000000397 37.58478199999999703),면목동
POINT(127.07823600000000397 37.58478199999999703),면목동
POINT(127.07823999999999387 37.58480300000000085),면목동
POINT(127.07833873673321534 37.58478579191884705),면목동
POINT(127.07834861220001699 37.58480078989629902),면목동
POINT(127.07833990889075437 37.5849055641685581),면목동
POINT(127.07835285355531596 37.58481592807196847),면목동
POINT(127.07843351145365318 37.58485673878620759),면목동
POINT(127.0785822123799278 37.58481367602935563),면목동
POINT(127.07888988189665724 37.58488545611022857),면목동
POINT(127.07889948492473309 37.58479756510245551),면목동
POINT(127.07889948492473309 37.58479756510245551),면목동
POINT(127.07889948492473309 37.58479756510245551),면목동
POINT(127.0790127148993065 37.58479619490752555),면목동
POINT(127.07898725690044728 37.58487527693835517),면목동
POINT(127.07936190751296124 37.58486574881848696),면목동
POINT(127.07945800000000247 37.58479100000000273),면목동
POINT(127.07967663991409779 37.58484991056943159),면목동
POINT(127.07963299936299961 37.58481606637949568),면목동
POINT(127.08145550145599145 37.57475399200142618),면목동
POINT(127.08150449991101993 37.5750820944730819),면목동
POINT(127.08150449991101993 37.5750820944730819),면목동
POINT(127.08139174468875865 37.57522502808657805),면목동
POINT(127.0814567494537215 37.57551409852904811),면목동
POINT(127.0814567494537215 37.57551409852904811),면목동
POINT(127.0814567494537215 37.57551409852904811),면목동
POINT(127.08140700814769275 37.57575156105823311),면목동
POINT(127.08137850976679317 37.57604055308194546),면목동
POINT(127.08137850976679317 37.57604055308194546),면목동
POINT(127.08125099999999463 37.57636500000000268),면목동
POINT(127.08133963462685756 37.57636655518076196),면목동
POINT(127.08136612884095484 37.57638968168259197),면목동
POINT(127.08123199999999997 37.57656699999999717),면목동
POINT(127.08131513651781574 37.57662654719330675),면목동
POINT(127.0812905152494352 37.57681513022077979),면목동
POINT(127.0812905152494352 37.57681513022077979),면목동
POINT(127.0812905152494352 37.57681513022077979),면목동
POINT(127.08125313311602156 37.57705456311369829),면목동
POINT(127.08121775451080282 37.57732798012453657),면목동
POINT(127.08295588334883064 37.57918335475441296),면목동
POINT(127.08277626903077362 37.57901121015460433),면목동
POINT(127.08246688778459088 37.57871933843976109),면목동
POINT(127.08257735246367304 37.57863620685659356),면목동
POINT(127.08244247822956652 37.57849390413180402),면목동
POINT(127.08223376074828082 37.57850304774207473),면목동
POINT(127.0821578427519114 37.57825334940987005),면목동
POINT(127.08202307705548151 37.57835924882619594),면목동
POINT(127.0818265120288828 37.57819194175299771),면목동
POINT(127.08184170055736217 37.57799232786202737),면목동
POINT(127.08151041888022803 37.57793309702417872),면목동
POINT(127.08139215344031925 37.57784566615720934),면목동
POINT(127.08118840386842407 37.577708365777994),면목동
POINT(127.08118802313013873 37.57752049765055347),면목동
POINT(127.0818265120288828 37.57819194175299771),면목동
POINT(127.08118802313013873 37.57752049765055347),면목동
POINT(127.0818265120288828 37.57819194175299771),면목동
POINT(127.08118802313013873 37.57752049765055347),면목동
POINT(127.08302848934100382 37.57913054927670515),면목동
POINT(127.08244247822956652 37.57849390413180402),면목동
POINT(127.08202307705548151 37.57835924882619594),면목동
POINT(127.0818265120288828 37.57819194175299771),면목동
POINT(127.08184170055736217 37.57799232786202737),면목동
POINT(127.08118840386842407 37.577708365777994),면목동
POINT(127.08118802313013873 37.57752049765055347),면목동
POINT(127.08280901162092391 37.59521527247065364),상봉동
POINT(127.08287803049813647 37.59501446219457677),상봉동
POINT(127.08287803049813647 37.59501446219457677),상봉동
POINT(127.08287803049813647 37.59501446219457677),상봉동
POINT(127.08293938318772121 37.59488727825048926),상봉동
POINT(127.08313484941307081 37.59442899462993637),상봉동
POINT(127.08318526693970796 37.59432214189482124),상봉동
POINT(127.08330438058845857 37.59402898988679453),상봉동
POINT(127.08334176494656731 37.59397443854233956),상봉동
POINT(127.08336996075770742 37.59399251899907313),상봉동
POINT(127.08336996075770742 37.59399251899907313),상봉동
POINT(127.08336996075770742 37.59399251899907313),상봉동
POINT(127.0834529889960578 37.59358672780712851),상봉동
POINT(127.08352250766742486 37.59334433249750163),상봉동
POINT(127.08363149833699879 37.59310529668319845),상봉동
POINT(127.08370514375654636 37.59280219203189688),상봉동
POINT(127.08370514375654636 37.59280219203189688),상봉동
POINT(127.08372060953192317 37.59274085610937277),상봉동
POINT(127.08379334177027431 37.5928345086985729),상봉동
POINT(127.08381890555999405 37.59275440785277311),상봉동
POINT(127.08394380103445087 37.59226847772509927),상봉동
POINT(127.08391743759950998 37.5922562714412507),상봉동
POINT(127.08370514375654636 37.59280219203189688),상봉동
POINT(127.08370514375654636 37.59280219203189688),상봉동
POINT(127.08391743759950998 37.5922562714412507),상봉동
POINT(127.07608889204132652 37.60139356023041302),중화동
POINT(127.07605700000000581 37.60132800000000231),중화동
POINT(127.07608600000000365 37.60118899999999798),중화동
POINT(127.07618651864657977 37.60104126614823628),중화동
POINT(127.07612000000000307 37.60097400000000079),중화동
POINT(127.07617813920008132 37.60086356399310148),중화동
POINT(127.07614901174140698 37.60079344257150069),중화동
POINT(127.07614999999999839 37.60075100000000248),중화동
POINT(127.07618100000000538 37.6005790000000033),중화동
POINT(127.07630178683592703 37.60021986646504644),중화동
POINT(127.07631771629047535 37.60013321102532302),중화동
POINT(127.07629535107363949 37.6001252399599224),중화동
POINT(127.07625500000000329 37.60017299999999807),중화동
POINT(127.07625500000000329 37.60017299999999807),중화동
POINT(127.07665900000000647 37.59998199999999713),중화동
POINT(127.07683239108393991 37.59993814463399531),중화동
POINT(127.07708200000000431 37.59978199999999759),중화동
POINT(127.07737299999999436 37.59963400000000178),중화동
POINT(127.07775240553547746 37.59951587562081698),중화동
POINT(127.07805917941857388 37.59932909468911078),중화동
POINT(127.07612539748716074 37.60134055280955323),중화동
POINT(127.0760727667615555 37.60119572736542892),중화동
POINT(127.07629063137447645 37.60037328290372471),중화동
POINT(127.07732633428713598 37.59967284715605729),중화동
POINT(127.08583299999999383 37.60302099999999825),중화동
POINT(127.08579400000000703 37.60337100000000277),중화동
POINT(127.08576462936252938 37.60347899370417224),중화동
POINT(127.08577699999999311 37.6035269999999997),중화동
POINT(127.08578412205442021 37.60355154283325874),중화동
POINT(127.08578412205442021 37.60355154283325874),중화동
POINT(127.08570559135982592 37.60363012535452754),중화동
POINT(127.08570559135982592 37.60363012535452754),중화동
POINT(127.08570559135982592 37.60363012535452754),중화동
POINT(127.08569063346511996 37.60368274152860124),중화동
POINT(127.0855020000000053 37.60358800000000201),중화동
POINT(127.0855020000000053 37.60358800000000201),중화동
POINT(127.08531797496452498 37.60343694415206528),중화동
POINT(127.08531797496452498 37.60343694415206528),중화동
POINT(127.08523438635211278 37.60350673733020699),중화동
POINT(127.08531797496452498 37.60343694415206528),중화동
POINT(127.08613300000000379 37.60290200000000027),중화동
POINT(127.08614000000000033 37.60316999999999865),중화동
POINT(127.08614000000000033 37.60316999999999865),중화동
POINT(127.0861175110773047 37.60323556860129202),중화동
POINT(127.08608200000000465 37.60355299999999801),중화동
POINT(127.08597699999999975 37.60359199999999902),중화동
POINT(127.08585800000000177 37.60282300000000077),중화동
POINT(127.08585899999999924 37.60280800000000312),중화동
POINT(127.08481464891838186 37.6036024725024447),중화동
POINT(127.08611799999999903 37.60336800000000324),중화동
POINT(127.08579950574554118 37.60300799161818475),중화동
POINT(127.08575299999999686 37.60331000000000046),중화동
POINT(127.08577599999999563 37.60352000000000317),중화동
POINT(127.08579412205442338 37.60354454283325509),중화동
POINT(127.08571159135982498 37.60363112535452501),중화동
POINT(127.08550964400008354 37.60359889558209545),중화동
POINT(127.08534091836801849 37.60352061411904145),중화동
POINT(127.08531797496452498 37.60343694415206528),중화동
POINT(127.08609699999999521 37.60347600000000057),중화동
POINT(127.08609900000000437 37.60317400000000276),중화동
POINT(127.0861280000000022 37.60290599999999728),중화동
POINT(127.07820624657277619 37.60958256122027876),묵동
POINT(127.07829800721681579 37.60966386553190688),묵동
POINT(127.07829800721681579 37.60966386553190688),묵동
POINT(127.07858025142303404 37.60980058085938538),묵동
POINT(127.07858025142303404 37.60980058085938538),묵동
POINT(127.07858025142303404 37.60980058085938538),묵동
POINT(127.07900751895000724 37.60996143483610155),묵동
POINT(127.07927999999999713 37.61015600000000347),묵동
POINT(127.07933847939079897 37.61023302329498819),묵동
POINT(127.07933847939079897 37.61023302329498819),묵동
POINT(127.07933847939079897 37.61023302329498819),묵동
POINT(127.0973234198729358 37.59669273876884432),망우동
POINT(127.07933847939079897 37.61023302329498819),묵동
POINT(127.07955514777370354 37.61029088705212331),묵동
POINT(127.07978115424836574 37.6102620059128796),묵동
POINT(127.08018699999999512 37.61032300000000106),묵동
POINT(127.0802189999999996 37.61030900000000088),묵동
POINT(127.0802189999999996 37.61030900000000088),묵동
POINT(127.09990320077098147 37.59568767517686183),망우동
POINT(127.09955999999999676 37.59582999999999942),망우동
POINT(127.09957398802733053 37.59581284594139561),망우동
POINT(127.09932013291947328 37.59595986795652323),망우동
POINT(127.09915000606180513 37.59604657702942632),망우동
POINT(127.09892100606181486 37.59612557702942581),망우동
POINT(127.09863864973705461 37.59622901237345616),망우동
POINT(127.09855387618091527 37.59617099760912851),망우동
POINT(127.09841640234392912 37.59631012288267726),망우동
POINT(127.09841540234393165 37.59631412288268137),망우동
POINT(127.09841540234393165 37.59631412288268137),망우동
POINT(127.09812552879637337 37.59640029852709375),망우동
POINT(127.09803070998856356 37.59637484064446511),망우동
POINT(127.09804036547247108 37.59639643011195176),망우동
POINT(127.09791742314904184 37.59648502719701213),망우동
POINT(127.09791742314904184 37.59648502719701213),망우동
POINT(127.09786742314904018 37.59650302719701642),망우동
POINT(127.09773901205744551 37.59647215405870213),망우동
POINT(127.09761772500984023 37.59652628316534617),망우동
POINT(127.09761516906208101 37.59658844555184487),망우동
POINT(127.09742029948006348 37.59665914042349755),망우동
POINT(127.09740629948005619 37.59667714042349473),망우동
POINT(127.0972656553702933 37.59667058952269514),망우동
POINT(127.09682678272766054 37.59684899599775321),망우동
POINT(127.0967061355668335 37.59682415639906594),망우동
POINT(127.09652150482847333 37.5968869906360581),망우동
POINT(127.09644677011523584 37.59694572639344301),망우동
POINT(127.09634264639120715 37.59700972402107766),망우동
POINT(127.09634264639120715 37.59700972402107766),망우동
POINT(127.09628074946868992 37.59696670679299046),망우동
POINT(127.09628074946868992 37.59696670679299046),망우동
POINT(127.09611802440980455 37.59709242375075888),망우동
POINT(127.09596502440979293 37.59715142375075914),망우동
POINT(127.09569764899734423 37.59723901265800805),망우동
POINT(127.09564235967307866 37.59719385293730909),망우동
POINT(127.09553588497848864 37.59729086322018787),망우동
POINT(127.0955198849784864 37.59729486322018488),망우동
POINT(127.09553539567352232 37.59728843093241579),망우동
POINT(127.09522940728450635 37.5973975850480997),망우동
POINT(127.09516876117697848 37.59735786090689658),망우동
POINT(127.09497804478766625 37.59750344359780883),망우동
POINT(127.09478687528819307 37.59758988187478224),망우동
POINT(127.09474515483293544 37.59754106008391261),망우동
POINT(127.10245288689411325 37.59997597743802089),망우동
POINT(127.1024458868941025 37.5998309774380246),망우동
POINT(127.1024458868941025 37.5998309774380246),망우동
POINT(127.10245917073794431 37.59956833019113986),망우동
POINT(127.10247017073794495 37.59957833019114304),망우동
POINT(127.10247017073794495 37.59957833019114304),망우동
POINT(127.10254814050676941 37.59943355952344035),망우동
POINT(127.10253113740346009 37.59937427100985019),망우동
POINT(127.10253113740346009 37.59937427100985019),망우동
POINT(127.10263113411775748 37.59916198244916785),망우동
POINT(127.10265755665889742 37.59914172052970827),망우동
POINT(127.10265755665889742 37.59914172052970827),망우동
POINT(127.10261927417842287 37.59893454209807118),망우동
POINT(127.10266538141766546 37.59883798749228845),망우동
POINT(127.10275301584123042 37.59862744256689382),망우동
POINT(127.10278401902638734 37.59865073108017697),망우동
POINT(127.10278401902638734 37.59865073108017697),망우동
POINT(127.10277901902638575 37.59865073108017697),망우동
POINT(127.10277185499609232 37.59856609231412961),망우동
POINT(127.10275985499609419 37.59856109231413512),망우동
POINT(127.10274550509214464 37.59846198997514932),망우동
POINT(127.10280338136165312 37.5983009874617693),망우동
POINT(127.10284287627088418 37.59809599748898989),망우동
POINT(127.10286675251359156 37.59794899497307341),망우동
POINT(127.10286813698451169 37.59781627094101708),망우동
POINT(127.09624688562693962 37.61006786316229977),신내동
POINT(127.09639300000000617 37.60994300000000123),신내동
POINT(127.09646727800669908 37.60980071688745596),신내동
POINT(127.09646727800669908 37.60980071688745596),신내동
POINT(127.09650326617206417 37.60980356281469739),신내동
POINT(127.09663813982156455 37.60963027193446351),신내동
POINT(127.0967703894163634 37.60947456514302445),신내동
POINT(127.09704299999999932 37.60930299999999704),신내동
POINT(127.09721651269337883 37.60914056749208356),신내동
POINT(127.09721651269337883 37.60914056749208356),신내동
POINT(127.09719389892941876 37.60888884410950084),신내동
POINT(127.097202256964394 37.60886769720865175),신내동
POINT(127.09718938030087543 37.60874169960379731),신내동
POINT(127.09718462996194432 37.6086549928610907),신내동
POINT(127.09718751878982346 37.60851514452799194),신내동
POINT(127.09713261201005707 37.60851389528207278),신내동
POINT(127.0971923832531445 37.60849098810465563),신내동
POINT(127.09715841447371076 37.60849370007318271),신내동
POINT(127.09726471920438939 37.60836899470348982),신내동
POINT(127.09751716348340267 37.6082485798782713),신내동
POINT(127.09775999999999385 37.60812599999999861),신내동
POINT(127.09776549452583083 37.6081108363985237),신내동
POINT(127.09781563292209228 37.60799528132058356),신내동
POINT(127.0979628906803498 37.6079716133868871),신내동
POINT(127.0979628906803498 37.6079716133868871),신내동
POINT(127.00415201911756924 37.59059807679559384),성북동
POINT(127.00413358442118295 37.59065928991545036),성북동
POINT(127.00431775149704094 37.59079813421772087),성북동
POINT(127.00437487609941911 37.59089828841117509),성북동
POINT(127.00437487609941911 37.59089828841117509),성북동
POINT(127.00454962956223426 37.59120517336386058),성북동
POINT(127.00454962956223426 37.59120517336386058),성북동
POINT(127.00454962956223426 37.59120517336386058),성북동
POINT(127.00456503385643714 37.59118730304997769),성북동
POINT(127.00462787642683793 37.59121786543938981),성북동
POINT(127.00463100045872977 37.59125886556040541),성북동
POINT(127.00495011630698627 37.59143528962896141),성북동
POINT(127.00503849610268503 37.59142900052492564),성북동
POINT(127.00503849610268503 37.59142900052492564),성북동
POINT(127.00503849610268503 37.59142900052492564),성북동
POINT(127.00548737290080226 37.59156644300929173),성북동
POINT(127.00557724857669939 37.59157686585314906),성북동
POINT(127.00589623858904531 37.59169969335895445),성북동
POINT(127.00603800000000376 37.59179300000000268),성북동
POINT(127.00603800000000376 37.59179300000000268),성북동
POINT(127.00603800000000376 37.59179300000000268),성북동
POINT(127.00616700000000492 37.59189500000000095),성북동
POINT(127.0062329999999946 37.59196299999999979),성북동
POINT(127.00626109000141639 37.59201050183572335),성북동
POINT(127.00645537115237005 37.59216684641030781),성북동
POINT(127.0066923725713508 37.59243086606667106),성북동
POINT(127.00694400115034455 37.59264344259705126),성북동
POINT(127.00694400115034455 37.59264344259705126),성북동
POINT(127.00694400115034455 37.59264344259705126),성북동
POINT(127.00457225626574598 37.58812730746927144),성북동1가
POINT(127.0045296215296986 37.58809873169690263),성북동1가
POINT(127.00454050475124745 37.58811588478339871),성북동1가
POINT(127.00451725576392903 37.58828115336448406),성북동1가
POINT(127.00439688315951514 37.58847757600375417),성북동1가
POINT(127.00436437964188485 37.58846957645982911),성북동1가
POINT(127.00436437964188485 37.58846957645982911),성북동1가
POINT(127.00417113157512006 37.58881886479067447),성북동1가
POINT(127.00416497722527254 37.58893720252643789),성북동1가
POINT(127.00415250352699559 37.58886399953114932),성북동1가
POINT(127.00407851091719635 37.58911228720875641),성북동1가
POINT(127.00401938027786741 37.58913773057876995),성북동1가
POINT(127.00401938027786741 37.58913773057876995),성북동1가
POINT(127.00398800784678599 37.58933915326254294),성북동1가
POINT(127.00392563544092184 37.58941086443307711),성북동1가
POINT(127.00385813177481964 37.58946986481340247),성북동1가
POINT(127.00385813177481964 37.58946986481340247),성북동1가
POINT(127.00372000000000128 37.5896979999999985),성북동1가
POINT(127.00372000000000128 37.5896979999999985),성북동1가
POINT(127.00372000000000128 37.5896979999999985),성북동1가
POINT(127.00639723468620446 37.58916215704898178),동소문동1가
POINT(127.00639723468620446 37.58916215704898178),동소문동1가
POINT(127.00639723468620446 37.58916215704898178),동소문동1가
POINT(127.00647095518343122 37.58915743993040337),동소문동1가
POINT(127.00700105957091068 37.58938844341495411),동소문동1가
POINT(127.00700105957091068 37.58938844341495411),동소문동1가
POINT(127.00717162231110535 37.58941630906690534),동소문동1가
POINT(127.00730637291937342 37.58948557767060805),동소문동1가
POINT(127.00726611213610795 37.58950388845405399),동소문동1가
POINT(127.00752137420271026 37.58954930873726852),동소문동1가
POINT(127.00775151138138597 37.58961757471215037),동소문동1가
POINT(127.00773975201934718 37.5896542881846969),동소문동1가
POINT(127.00772537567470977 37.58968403987269369),동소문동1가
POINT(127.00772537567470977 37.58968403987269369),동소문동1가
POINT(127.00814200000000653 37.58984499999999684),동소문동1가
POINT(127.00819962750644265 37.5898347108641957),동소문동1가
POINT(127.00858851601951471 37.59006819075359829),동소문동1가
POINT(127.00858851601951471 37.59006819075359829),동소문동1가
POINT(127.00857665113289841 37.59003346058856465),동소문동1가
POINT(127.00903852197869526 37.59023516923666364),동소문동1가
POINT(127.00903852197869526 37.59023516923666364),동소문동1가
POINT(127.00697153591805488 37.58744385474989258),삼선동1가
POINT(127.00691350330191653 37.58733199931665325),삼선동1가
POINT(127.00686825132464719 37.58734075114494999),삼선동1가
POINT(127.00686825132464719 37.58734075114494999),삼선동1가
POINT(127.00686825132464719 37.58734075114494999),삼선동1가
POINT(127.00685487514471106 37.58702513425772906),삼선동1가
POINT(127.00685487514471106 37.58702513425772906),삼선동1가
POINT(127.00691376168906288 37.58677961449344451),삼선동1가
POINT(127.00685632882873222 37.58677645518210397),삼선동1가
POINT(127.00685632882873222 37.58677645518210397),삼선동1가
POINT(127.00692374873808888 37.58646824886580617),삼선동1가
POINT(127.00692374873808888 37.58646824886580617),삼선동1가
POINT(127.00708813781339757 37.58614143977283106),삼선동1가
POINT(127.00704525516604804 37.58610957590340718),삼선동1가
POINT(127.00707262855416957 37.58600544203054028),삼선동1가
POINT(127.00718026652374704 37.5859714188158236),삼선동1가
POINT(127.00718026652374704 37.5859714188158236),삼선동1가
POINT(127.00718026652374704 37.5859714188158236),삼선동1가
POINT(127.00715450326251243 37.58569328776818708),삼선동1가
POINT(127.00724313761578799 37.585715439847867),삼선동1가
POINT(127.00722275819920526 37.58548886374880027),삼선동1가
POINT(127.00719300549006618 37.58546442145892286),삼선동1가
POINT(127.00719300549006618 37.58546442145892286),삼선동1가
POINT(127.0072012544926281 37.5852569988766092),삼선동1가
POINT(127.0072012544926281 37.5852569988766092),삼선동1가
POINT(127.00721240507107268 37.58503813958598982),삼선동1가
POINT(127.00721240507107268 37.58503813958598982),삼선동1가
POINT(127.00721240507107268 37.58503813958598982),삼선동1가
POINT(127.01651762322867967 37.5888114446593562),삼선동5가
POINT(127.01634212569068438 37.58870186597666674),삼선동5가
POINT(127.01622999999999308 37.58868100000000112),삼선동5가
POINT(127.01621825075193328 37.58856944339353845),삼선동5가
POINT(127.01598670081929754 37.58850146953700033),삼선동5가
POINT(127.01598670081929754 37.58850146953700033),삼선동5가
POINT(127.01583000194460737 37.58845215408466345),삼선동5가
POINT(127.01574137982237289 37.58846628653291333),삼선동5가
POINT(127.01574137982237289 37.58846628653291333),삼선동5가
POINT(127.01574137982237289 37.58846628653291333),삼선동5가
POINT(127.01562624924760314 37.58843857780819064),삼선동5가
POINT(127.01536171849325285 37.58829471138473366),삼선동5가
POINT(127.01530712318144367 37.58831742334140102),삼선동5가
POINT(127.01530712318144367 37.58831742334140102),삼선동5가
POINT(127.01511412697873027 37.58817073150344612),삼선동5가
POINT(127.01499337667043221 37.58802659780828748),삼선동5가
POINT(127.01499337667043221 37.58802659780828748),삼선동5가
POINT(127.01481462982044945 37.58807044151249954),삼선동5가
POINT(127.0147516216809862 37.58798357883657815),삼선동5가
POINT(127.01457049892883333 37.5877434440444631),삼선동5가
POINT(127.01446949892883254 37.58780544404446289),삼선동5가
POINT(127.01958374338933311 37.58947642584180926),동선동2가
POINT(127.01920675413769857 37.58949415315458964),동선동2가
POINT(127.0191661223428099 37.58952613490330208),동선동2가
POINT(127.0191661223428099 37.58952613490330208),동선동2가
POINT(127.01913200177308738 37.58956786556225182),동선동2가
POINT(127.01913200177308738 37.58956786556225182),동선동2가
POINT(127.01909724878979091 37.58953828945862341),동선동2가
POINT(127.01899411669266726 37.58990900422507764),동선동2가
POINT(127.01895124497198708 37.58992002436775692),동선동2가
POINT(127.01895124497198708 37.58992002436775692),동선동2가
POINT(127.01895124497198708 37.58992002436775692),동선동2가
POINT(127.01895124497198708 37.58992002436775692),동선동2가
POINT(127.01890824815286862 37.5899250009400987),동선동2가
POINT(127.01868375420676216 37.59024315314808007),동선동2가
POINT(127.01878137276830216 37.59026528990650462),동선동2가
POINT(127.01878137276830216 37.59026528990650462),동선동2가
POINT(127.01872912464679644 37.59026528898606756),동선동2가
POINT(127.01864311702139787 37.59057929262662867),동선동2가
POINT(127.01864311702139787 37.59057929262662867),동선동2가
POINT(127.018574125800356 37.5906048660240657),동선동2가
POINT(127.01749925646099371 37.5939429973807222),동선동4가
POINT(127.01749925646099371 37.5939429973807222),동선동4가
POINT(127.01760362177807906 37.59404515625270449),동선동4가
POINT(127.01760362177807906 37.59404515625270449),동선동4가
POINT(127.01781111685274084 37.59425186952393005),동선동4가
POINT(127.01780999999999722 37.59428599999999676),동선동4가
POINT(127.01780999999999722 37.59428599999999676),동선동4가
POINT(127.01780999999999722 37.59428599999999676),동선동4가
POINT(127.01799282563163729 37.5945541761989972),동선동4가
POINT(127.01799282563163729 37.5945541761989972),동선동4가
POINT(127.01802750066565295 37.59454559844962773),동선동4가
POINT(127.01827649838428158 37.5948004443900814),동선동4가
POINT(127.01839786836706025 37.59491258023231097),동선동4가
POINT(127.01839786836706025 37.59491258023231097),동선동4가
POINT(127.01825949844725017 37.59490344441694987),동선동4가
POINT(127.01864962056562547 37.59514657936448856),동선동4가
POINT(127.01863712507925186 37.59518757751362017),동선동4가
POINT(127.01863712507925186 37.59518757751362017),동선동4가
POINT(127.01902887905929163 37.59547944212628323),동선동4가
POINT(127.01913377817059825 37.59550286753451331),동선동4가
POINT(127.01913377817059825 37.59550286753451331),동선동4가
POINT(127.0191671273981342 37.5954877315792757),동선동4가
POINT(127.0191671273981342 37.5954877315792757),동선동4가
POINT(127.0191671273981342 37.5954877315792757),동선동4가
POINT(127.01921262842547833 37.59560999858316421),동선동4가
POINT(127.01955999999999847 37.5958570000000023),동선동4가
POINT(127.01861951011360929 37.60235630632499237),정릉동
POINT(127.01846513080531054 37.60237475114653449),정릉동
POINT(127.01822024947335876 37.60230338110399373),정릉동
POINT(127.01822024947335876 37.60230338110399373),정릉동
POINT(127.01765389338018508 37.60236116985907273),정릉동
POINT(127.01763963182777673 37.60232644130805113),정릉동
POINT(127.01714024931378333 37.60231815489599683),정릉동
POINT(127.01711188322288137 37.6023517502878164),정릉동
POINT(127.01669764189885825 37.60231186098438627),정릉동
POINT(127.01668901730278094 37.60235045891508321),정릉동
POINT(127.0163743767372182 37.60234446336653491),정릉동
POINT(127.0163743767372182 37.60234446336653491),정릉동
POINT(127.015963250144722 37.60230673187395922),정릉동
POINT(127.01598062868050931 37.60227771030863408),정릉동
POINT(127.01595525456642122 37.60234332851769778),정릉동
POINT(127.01588014536922344 37.60226670564215112),정릉동
POINT(127.01551974863872374 37.60234332997387696),정릉동
POINT(127.01551974863872374 37.60234332997387696),정릉동
POINT(127.01494712360724293 37.60232900036870518),정릉동
POINT(127.01494712360724293 37.60232900036870518),정릉동
POINT(127.01494712360724293 37.60232900036870518),정릉동
POINT(127.01437115101815323 37.6023987444498502),정릉동
POINT(127.01410588114974587 37.60242017333481357),정릉동
POINT(127.01400188114973844 37.60241917333480899),정릉동
POINT(127.00795869482274725 37.60939769048929548),정릉동
POINT(127.01381019982848386 37.60236953840139051),정릉동
POINT(127.01894377638990363 37.60235356876427915),정릉동
POINT(127.01894377638990363 37.60235356876427915),정릉동
POINT(127.01884074516650003 37.60200173387023881),정릉동
POINT(127.01870811379617976 37.60184158121371922),정릉동
POINT(127.01877399999999341 37.60178700000000163),정릉동
POINT(127.01878449508856761 37.60158629034722821),정릉동
POINT(127.01859514022035569 37.60169088204008858),정릉동
POINT(127.01871627304136325 37.60164521006932858),정릉동
POINT(127.04601757116311944 37.61483540949075888),장위동
POINT(127.01871627304136325 37.60164521006932858),정릉동
POINT(127.01871627304136325 37.60164521006932858),정릉동
