위도,경도,지번주소,도로명주소,이름,확률,index
37.660205825352016,127.06285175215665,서울특별시 노원구 상계동 691,서울특별시 노원구 상계로1길 92,상계주공7단지아파트,,31
37.660137250179936,127.06262437557308,서울특별시 노원구 상계동 691,서울특별시 노원구 상계로1길 92,상계주공7단지아파트,,31
37.66046070030048,127.0627133255583,서울특별시 노원구 상계동 691,서울특별시 노원구 상계로1길 92,상계주공7단지아파트,,31
37.66017537373809,127.06283111459268,서울특별시 노원구 상계동 691,서울특별시 노원구 상계로1길 92,상계주공7단지아파트,,31
37.66017702,127.0636189,서울특별시 노원구 상계동 689,서울특별시 노원구 노원로 492,온곡중학교,,32
37.66025608909224,127.06399699831992,서울특별시 노원구 상계동 687,서울특별시 노원구 노원로 492,온곡중학교,,32
37.66011683447124,127.063331055435,서울특별시 노원구 상계동 691,서울특별시 노원구 상계로1길 92,상계주공7단지아파트,,32
37.66042951051375,127.06365659127198,서울특별시 노원구 상계동 686,서울특별시 노원구 노원로 492,온곡중학교,,32
37.66045699037531,127.0639258694318,서울특별시 노원구 상계동 686,서울특별시 노원구 노원로 492,온곡중학교,,32
37.66030257830549,127.0639483631756,서울특별시 노원구 상계동 686,서울특별시 노원구 노원로 492,온곡중학교,,32
37.66017702,127.0644289,서울특별시 노원구 상계동 687,서울특별시 노원구 노원로 492,온곡중학교,,33
37.65993827609641,127.0641985696654,서울특별시 노원구 상계동 687,서울특별시 노원구 노원로 492,온곡중학교,,33
37.65998979771206,127.064828801089,서울특별시 노원구 상계동 687,서울특별시 노원구 노원로 492,온곡중학교,,33
37.66035694131156,127.06464599069946,서울특별시 노원구 상계동 687,서울특별시 노원구 노원로 492,온곡중학교,,33
37.66017884041257,127.06451273375168,서울특별시 노원구 상계동 687,서울특별시 노원구 노원로 492,온곡중학교,,33
37.66016364375081,127.06416935306682,서울특별시 노원구 상계동 687,서울특별시 노원구 노원로 492,온곡중학교,,33
37.66017702,127.0652389,서울특별시 노원구 상계동 687,서울특별시 노원구 노원로 492,온곡중학교,,34
37.66014706946332,127.06511321880764,서울특별시 노원구 상계동 687,서울특별시 노원구 노원로 492,온곡중학교,,34
37.65989276042232,127.06498426271942,서울특별시 노원구 상계동 687,서울특별시 노원구 노원로34길 9,늘푸른어린이집,,34
37.66045830446842,127.06551654902424,서울특별시 노원구 상계동 433-4,서울특별시 노원구 노원로34길 34,nozip,,34
37.660296240949634,127.06538761827755,서울특별시 노원구 상계동 433-4,서울특별시 노원구 노원로 492,nozip,,34
37.66032723159488,127.06561636095851,서울특별시 노원구 상계동 1283,서울특별시 노원구 노원로34길 34,성원아파트,,34
37.66017702,127.0660489,서울특별시 노원구 상계동 1283,서울특별시 노원구 노원로34길 34,성원아파트,,35
37.66000635912424,127.06611453793926,서울특별시 노원구 상계동 407-64,서울특별시 노원구 한글비석로47길 110-12,(우) 01679,,35
37.65990737050272,127.0656500137893,서울특별시 노원구 상계동 1283,서울특별시 노원구 한글비석로47길 110-6,(우) 01679,,35
37.66023919452627,127.06565935215602,서울특별시 노원구 상계동 1283,서울특별시 노원구 노원로34길 34,성원아파트,,35
